__MOL_ID__	LogS	QikProp_#stars	QikProp_#amine	QikProp_#amidine	QikProp_#acid	QikProp_#amide	QikProp_#rotor	QikProp_#rtvFG	QikProp_CNS	QikProp_mol_MW	QikProp_dipole	QikProp_SASA	QikProp_FOSA	QikProp_FISA	QikProp_PISA	QikProp_WPSA	QikProp_volume	QikProp_donorHB	QikProp_accptHB	QikProp_dip^2/V	QikProp_ACxDN^.5/SA	QikProp_glob	QikProp_QPpolrz	QikProp_QPlogPC16	QikProp_QPlogPoct	QikProp_QPlogPw	QikProp_QPlogPo/w	QikProp_QPlogS	QikProp_CIQPlogS	QikProp_QPlogHERG	QikProp_QPPCaco	QikProp_QPlogBB	QikProp_QPPMDCK	QikProp_QPlogKp	QikProp_IP(eV)	QikProp_EA(eV)	QikProp_#metab	QikProp_QPlogKhsa	QikProp_HumanOralAbsorption	QikProp_PercentHumanOralAbsorption	QikProp_SAfluorine	QikProp_SAamideO	QikProp_PSA	QikProp_#NandO	QikProp_RuleOfFive	QikProp_#ringatoms	QikProp_#in34	QikProp_#in56	QikProp_#noncon	QikProp_#nonHatm	QikProp_RuleOfThree	QikProp_ACxDN^.5/SAxSASA/MW
108-68-9	-1.4	4	0	0	0	0	1	0	1	122.166	1.718	339.506	175.718	54.44	109.349	0	517.456	1	0.75	0.0057047	0.0022091	0.91812	14.957	4.425	6.007	3.633	2.229	-1.467	-1.624	-3.378	3017.486	0.073	1632.261	-2.042	9.093	-0.349	3	-0.212	3	100	0	0	22.469	1	0	6	0	6	0	9	0	0.00613921
98-54-4	-2.41	3	0	0	0	0	2	0	1	150.22	1.767	373.901	191.622	54.439	127.84	0	602.423	1	0.75	0.0051855	0.0020059	0.9225925	17.892	5.519	7.036	3.621	3.287	-2.403	-2.191	-3.394	3017.563	0.017	1632.307	-1.88	9.052	-0.363	1	-0.017	3	100	0	0	22.469	1	0	6	0	6	0	11	0	0.00499273
92-69-3	-3.48	1	0	0	0	0	2	0	0	170.21	1.512	391.432	0	54.368	337.064	0	623.867	1	0.75	0.0036629	0.001916	0.9020623	20.748	7.026	8.313	5.086	3.059	-2.981	-2.961	-4.724	3022.249	-0.002	1635.047	-1.142	8.7	0.279	1	0.042	3	100	0	0	22.456	1	0	12	0	12	0	13	0	0.00440623
80-05-7	-2.82	2	0	0	0	0	4	0	0	228.29	0.428	462.65	112.66	108.878	241.112	0	785.179	2	1.5	0.0002337	0.0045852	0.8896623	25.003	8.522	11.658	6.738	3.302	-3.207	-3.76	-4.467	919.206	-0.595	451.652	-2.293	8.988	-0.305	2	0.155	3	100	0	0	44.938	2	0	12	0	12	0	17	0	0.00929232
90-15-3	-2.22	2	0	0	0	0	1	0	1	144.173	1.247	341.84	0	46.027	295.813	0	532.296	1	0.75	0.0029209	0.002194	0.9292024	17.331	5.962	7.081	4.85	2.699	-2.234	-2.308	-4.088	3625.977	0.148	1990.775	-1.23	8.541	0.377	1	-0.17	3	100	0	0	20.903	1	0	10	0	10	0	11	0	0.00520206
83-56-7	-2.92	2	0	0	0	0	2	0	0	160.172	0.006	351.053	0	92.051	259.002	0	551.193	2	1.5	1e-07	0.0060427	0.9261083	17.094	6.426	8.947	6.917	1.495	-1.559	-2.291	-3.963	1327.343	-0.273	671.862	-2.112	8.486	0.513	2	-0.376	3	91.595	0	0	41.803	2	0	10	0	10	0	12	0	0.0132439
90-00-6	-1.36	4	0	0	0	0	2	0	1	122.166	1.933	332.15	124.104	39.563	168.483	0	509.44	1	0.75	0.0073326	0.002258	0.9287381	14.559	4.763	5.897	3.696	2.12	-1.041	-1.624	-3.489	4175.661	0.137	2318.892	-1.463	9.129	-0.317	2	-0.276	3	100	0	0	20.04	1	0	6	0	6	0	9	0	0.00613914
90-43-7	-2.39	1	0	0	0	0	2	0	1	170.21	1.713	392.842	0	38.829	354.013	0	627.374	1	0.75	0.0046756	0.0019092	0.9021906	21.05	7.075	8.384	5.099	3.179	-3.033	-2.961	-4.803	4243.147	0.125	2359.427	-0.796	8.944	0.052	1	0.052	3	100	0	0	19.181	1	0	12	0	12	0	13	0	0.0044064
123-38-6	0.58	9	0	0	0	0	1	0	0	58.08	3.543	239.936	163.707	76.229	0	0	326.856	0	2	0.0384074	0	0.9564014	6.285	1.819	2.653	2.564	0.586	0.307	0.621	-2.237	1875.085	-0.052	976.008	-2.828	10.644	-0.841	1	-1.011	3	88.959	0	0	37.543	1	0	0	0	0	0	4	0	0
110-62-3	-0.85	7	0	0	0	0	3	0	0	86.133	3.609	303.784	227.81	75.973	0	0	445.51	0	2	0.0292337	0	0.928623	9.749	2.882	3.611	2.275	0.8	-0.246	0.026	-2.687	1885.591	-0.205	981.92	-2.632	10.641	-0.837	1	-0.751	3	90.252	0	0	37.534	1	0	0	0	0	0	6	0	0
66-25-1	-1.3	6	0	0	0	0	4	0	0	100.16	3.621	336.193	260.222	75.971	0	0	505.307	0	2	0.0259468	0	0.9126001	11.5	3.384	4.114	2.132	1.318	-0.764	-0.272	-2.946	1885.676	-0.286	981.968	-2.536	10.64	-0.835	1	-0.62	3	93.29	0	0	37.533	1	0	0	0	0	0	7	0	0
111-71-7	-1.7	5	0	0	0	0	5	0	0	114.187	3.635	368.599	292.627	75.972	0	0	565.101	0	2	0.0233832	0	0.8967975	13.251	3.89	4.626	1.99	1.776	-1.301	-0.57	-3.202	1885.629	-0.368	981.941	-2.44	10.64	-0.834	1	-0.489	3	95.967	0	0	37.533	1	0	0	0	0	0	8	0	0
124-13-0	-2.36	4	0	0	0	0	6	0	0	128.214	3.639	401.016	325.044	75.972	0	0	624.905	0	2	0.0211949	0	0.8814803	15.002	4.406	5.144	1.847	2.27	-1.808	-0.868	-3.45	1885.615	-0.45	981.934	-2.344	10.641	-0.833	1	-0.358	3	100	0	0	37.533	1	0	0	0	0	0	9	0	0
107-02-8	0.57	11	0	0	0	0	1	1	-1	56.064	4.006	229.737	94.525	83.987	51.225	0	308.839	0	2	0.0519572	0	0.9618093	6.053	2.085	2.891	2.941	-0.01	0.574	0.664	-2.394	1582.883	-0.102	812.701	-2.791	10.736	0.248	0	-1.063	3	84.15	0	0	38.14	1	0	0	0	0	0	4	0	0
123-73-9	0.32	8	0	0	0	0	1	1	0	70.091	4.468	264.585	154.339	83.986	26.26	0	369.879	0	2	0.0539675	0	0.9418309	8.257	2.393	3.609	2.855	0.279	0.499	0.366	-2.598	1582.937	-0.128	812.731	-2.879	10.527	0.2	1	-0.886	3	85.845	0	0	38.139	1	0	0	0	0	0	5	0	0
100-52-7	-1.19	6	0	0	0	0	1	0	0	106.124	3.612	299.251	18.823	75.642	204.787	0	444.571	0	2	0.029352	0	0.9413605	12.951	4.464	5.152	4.096	1.476	-1.107	-0.759	-3.457	1899.282	-0.066	989.628	-2.096	10.051	0.508	0	-0.669	3	94.271	0	0	36.7	1	0	6	0	6	0	8	0	0
120-57-0	-1.63	4	0	0	0	0	1	1	0	150.134	3.022	301.873	91.441	75.586	134.846	0	480.069	0	3.5	0.0190253	0	0.9822223	13.704	4.857	6.034	5.104	0.481	-0.078	-1.112	-2.463	1901.586	-0.019	990.926	-2.342	9.313	0.671	0	-0.967	3	88.454	0	0	55.856	3	0	9	0	9	1	11	0	0
78-93-3	0.52	8	0	0	0	0	1	1	1	72.107	3.575	269.861	224.535	45.326	0	0	382.572	0	2	0.0334038	0	0.9444246	8.514	2.121	3.184	2.426	0.29	0.479	0.324	-2.431	3681.944	0.164	2024.009	-2.259	10.666	-0.882	1	-0.849	3	92.471	0	0	27.421	1	0	0	0	0	0	5	0	0
107-87-9	-0.19	7	0	0	0	0	2	1	1	86.133	3.568	301.092	256.109	44.984	0	0	441.272	0	2	0.0288577	0	0.9309722	10.222	2.642	3.655	2.278	1.206	-0.746	0.026	-2.649	3709.54	0.097	2040.411	-2.157	10.653	-0.879	1	-0.721	3	100	0	0	27.388	1	0	0	0	0	0	6	0	0
591-78-6	-0.8	6	0	0	0	0	3	1	1	100.16	3.499	333.499	288.515	44.983	0	0	501.065	0	2	0.024436	0	0.914816	11.972	3.141	4.142	2.136	1.287	-0.858	-0.272	-2.91	3709.555	0.024	2040.419	-2.061	10.658	-0.878	1	-0.59	3	100	0	0	27.388	1	0	0	0	0	0	7	0	0
108-10-1	-1.42	7	0	0	0	0	2	1	1	100.16	3.402	321.142	285.658	35.484	0	0	486.302	0	2	0.0238024	0	0.9312639	12.024	3.09	4.168	2.262	1.288	-0.822	-0.272	-2.644	4564.647	0.17	2553.237	-1.981	10.559	-0.855	1	-0.59	3	100	0	0	24.262	1	0	0	0	0	0	7	0	0
110-43-0	-1.42	5	0	0	0	0	4	1	0	114.187	3.525	365.913	320.93	44.983	0	0	560.869	0	2	0.0221494	0	0.8988658	13.724	3.644	4.659	1.993	1.563	-1.234	-0.57	-3.168	3709.587	-0.049	2040.439	-1.964	10.657	-0.876	1	-0.459	3	100	0	0	27.388	1	0	0	0	0	0	8	0	0
123-19-3	-1.3	5	0	0	0	0	4	1	1	114.187	3.364	364.068	332.051	32.018	0	0	558.187	0	2	0.0202781	0	0.900537	13.616	3.54	4.535	1.901	1.715	-1.343	-0.57	-3.141	4923.505	0.059	2770.873	-1.726	10.572	-0.892	2	-0.466	3	100	0	0	24.806	1	0	0	0	0	0	8	0	0
111-13-7	-2.05	4	0	0	0	0	5	1	0	128.214	3.479	398.319	353.334	44.984	0	0	620.662	0	2	0.0194953	0	0.8834278	15.474	4.158	5.17	1.851	2.114	-1.768	-0.868	-3.418	3709.476	-0.122	2040.373	-1.869	10.658	-0.874	1	-0.328	3	100	0	0	27.388	1	0	0	0	0	0	9	0	0
502-56-7	-2.59	3	0	0	0	0	6	1	0	142.241	3.226	428.898	396.877	32.022	0	0	677.796	0	2	0.0153571	0	0.870048	17.119	4.575	5.563	1.615	2.521	-2.321	-1.166	-3.635	4923.1	-0.08	2770.627	-1.534	10.581	-0.888	2	-0.204	3	100	0	0	24.807	1	0	0	0	0	0	10	0	0
1629-60-3	-0.83	7	0	0	0	0	3	1	1	98.144	3.166	323.764	237.019	37.507	49.237	0	482.47	0	2	0.0207741	0	0.9188624	11.698	3.27	4.047	2.396	1.284	-0.819	-0.229	-3.08	4367.335	0.087	2434.155	-1.749	10.67	0.052	1	-0.644	3	100	0	0	25.487	1	0	0	0	0	0	7	0	0
78-59-1	-1.06	2	0	0	0	0	0	0	1	138.209	4.864	358.863	278.012	51.499	29.352	0	575.659	0	2	0.0411013	0	0.932566	17.164	4.395	6.404	3.103	1.758	-1.985	-1.246	-2.763	3217.609	0.169	1749.578	-2.365	10.195	0.061	3	-0.246	3	100	0	0	27.221	1	0	6	0	6	3	10	0	0
110-12-3	-1.33	5	0	0	0	0	3	1	1	114.187	3.552	353.28	308.297	44.982	0	0	546.306	0	2	0.0230945	0	0.9148228	13.783	3.644	4.757	2.183	1.429	-1.057	-0.57	-2.91	3709.641	0.024	2040.471	-2.06	10.645	-0.89	1	-0.458	3	100	0	0	27.388	1	0	0	0	0	0	8	0	0
93-55-0	-1.83	2	0	0	0	0	2	0	1	134.177	3.58	357.113	125.955	38.251	192.907	0	553.6	0	2	0.0231487	0	0.9130403	16.559	5.018	6.04	3.68	1.84	-1.611	-1.354	-3.859	4296.982	0.137	2391.8	-1.353	10.016	0.458	1	-0.395	3	100	0	0	25.67	1	0	6	0	6	0	10	0	0
123-54-6	0.22	5	0	0	0	0	2	2	0	100.117	6.526	303.143	218.086	85.057	0	0	445.817	0	4	0.0955323	0	0.9310136	10.403	2.978	5.911	4.526	-0.278	0.461	0.656	-2.648	1546.355	-0.211	792.448	-2.895	10.041	-0.807	1	-1.243	3	82.403	0	0	51.443	2	0	0	0	0	0	7	0	0
693-54-9	-3.31	3	0	0	0	0	7	1	0	156.267	3.47	463.143	418.157	44.986	0	0	740.261	0	2	0.0162632	0	0.8544893	18.977	5.224	6.221	1.565	2.841	-2.737	-1.464	-3.887	3709.387	-0.269	2040.32	-1.677	10.66	-0.872	1	-0.065	3	100	0	0	27.389	1	0	0	0	0	0	11	0	0
57-83-0	-4.43	0	0	0	0	0	1	1	0	314.467	3.429	538.906	424.303	87.371	27.232	0	1009.163	0	4	0.0116503	0	0.9028718	33.851	8.61	13.105	5.515	3.829	-4.39	-4.008	-3.234	1470.136	-0.211	750.315	-2.938	10.248	0.069	3	0.435	3	100	0	0	50.294	2	0	17	0	17	14	23	0	0
98-86-2	-1.28	5	0	0	0	0	1	0	1	120.151	3.798	326.008	82.012	50.86	193.136	0	495.89	0	2	0.0290944	0	0.9293802	14.894	4.646	5.665	3.913	1.578	-1.276	-1.056	-3.596	3262.815	0.111	1776.162	-1.68	10.026	0.467	0	-0.52	3	100	0	0	28.223	1	0	6	0	6	0	9	0	0
84-65-1	-5.19	1	0	0	0	0	0	0	0	208.216	1.872	413.705	0	88.147	325.559	0	680.502	0	4	0.0051517	0	0.9043998	24.189	7.569	10.067	7.469	1.602	-1.963	-2.478	-4.631	1445.458	-0.155	736.711	-1.997	10.243	1.362	0	-0.477	3	92.885	0	0	53.296	2	0	14	0	14	0	16	0	0
64-19-7	1.22	10	0	0	1	0	0	0	-1	60.052	2.314	215.953	96.267	119.687	0	0	282.752	1	2	0.0189318	0.0092613	0.9647364	5.162	1.911	3.72	4.487	-0.17	1.18	-0.032	-0.295	183.87	-0.294	100.881	-3.725	11.376	-1.022	0	-1.04	2	66.481	0	0	53.051	2	0	0	0	0	0	4	0	0.0333046
144-62-7	0.38	10	0	0	2	0	1	2	-2	90.035	0.001	229.375	0	229.375	0	0	308.789	2	4	0	0.024662	0.9632215	5.562	3.222	6.635	8.48	-0.7	0.379	-0.259	1.488	4.246	-1.145	2.184	-5.651	11.573	0.549	0	-1.22	2	34.084	0	0	101.955	4	0	0	0	0	0	6	1	0.0628294
107-92-6	-0.19	8	0	0	1	0	2	0	-1	88.106	2.138	278.752	172.057	106.695	0	0	399.599	1	2	0.0114367	0.0071748	0.9412333	8.554	2.943	4.614	4.109	0.79	-0.195	-0.367	-0.675	244.179	-0.36	137.08	-3.294	11.324	-1.048	1	-0.877	2	74.305	0	0	50.468	2	0	0	0	0	0	6	0	0.0226998
110-94-1	1.0	4	0	0	2	0	4	0	-2	132.116	4.041	323.367	109.975	213.392	0	0	483.122	2	4	0.0337997	0.0174936	0.9208172	10.612	4.646	8.596	7.936	-0.255	-0.712	-0.662	0.802	6.019	-1.355	3.185	-5.068	11.361	-0.948	2	-1.152	2	39.405	0	0	100.936	4	0	0	0	0	0	9	1	0.0428173
142-62-1	-1.06	7	0	0	1	0	4	0	-1	116.16	2.104	343.566	236.871	106.695	0	0	519.187	1	2	0.0085234	0.0058213	0.9092925	12.055	3.948	5.669	3.824	1.414	-0.84	-0.828	-1.192	244.18	-0.538	137.08	-3.102	11.326	-1.046	1	-0.673	3	77.962	0	0	50.468	2	0	0	0	0	0	8	0	0.0172176
124-04-9	-0.82	4	0	0	2	0	5	0	-2	146.143	0	355.781	142.389	213.393	0	0	542.924	2	4	0	0.0158998	0.9046369	12.363	5.145	8.681	7.793	0.082	-0.822	-0.859	0.54	6.019	-1.476	3.185	-4.972	11.388	-0.966	2	-1.09	2	41.375	0	0	100.935	4	0	0	0	0	0	10	1	0.0387076
124-07-2	-2.3	4	0	0	1	0	6	0	-1	144.213	2.094	408.395	301.7	106.695	0	0	638.795	1	2	0.0068675	0.0048972	0.8783314	15.558	4.974	6.742	3.539	2.62	-1.919	-1.342	-1.693	244.18	-0.72	137.08	-2.91	11.327	-1.043	1	-0.451	3	85.022	0	0	50.467	2	0	0	0	0	0	10	0	0.0138683
143-07-7	-4.62	3	0	0	1	0	10	0	-2	200.32	2.089	538.027	431.332	106.696	0	0	877.976	1	2	0.0049716	0.0037173	0.8241681	22.562	7.18	8.907	2.968	3.691	-3.708	-2.438	-2.57	244.177	-1.086	137.079	-2.526	11.327	-1.041	1	0.022	3	91.294	0	0	50.468	2	0	0	0	0	0	14	0	0.00998406
79-41-4	0.01	8	0	0	1	0	1	1	-1	86.09	2.315	265.563	124.006	103.472	38.086	0	378.031	1	2	0.0141807	0.0075312	0.9520987	8.696	3.072	4.8	4.535	0.737	-0.279	-0.338	-0.681	261.987	-0.258	147.916	-3.196	10.584	0.046	1	-0.881	2	74.542	0	0	49.803	2	0	0	0	0	0	6	0	0.0232316
110-44-1	-1.77	5	0	0	1	0	3	1	-1	112.128	2.943	330.499	163.796	113.081	53.622	0	487.706	1	2	0.0177543	0.0060515	0.9066382	11.95	3.986	5.908	4.421	1.343	-0.822	-0.758	-1.491	212.4	-0.534	117.902	-3.127	9.614	0.681	1	-0.712	3	76.459	0	0	50.815	2	0	0	0	0	0	8	0	0.0178369
65-85-0	-1.55	4	0	0	1	0	1	0	-1	122.123	2.611	306.822	0	105.505	201.316	0	458.771	1	2	0.0148594	0.0065184	0.9375826	13.486	4.994	6.73	5.758	1.865	-1.472	-1.294	-1.695	250.607	-0.297	140.984	-2.659	10.136	0.475	0	-0.691	3	80.804	0	0	49.671	2	0	6	0	6	0	9	0	0.0163768
99-94-5	-2.6	1	0	0	1	0	1	0	-1	136.15	3.009	338.296	87.786	105.504	145.006	0	517.724	1	2	0.0174926	0.005912	0.9217237	15.308	5.078	7.284	5.451	2.031	-1.574	-1.551	-1.683	250.615	-0.325	140.989	-2.857	9.866	0.445	1	-0.546	3	81.773	0	0	49.671	2	0	6	0	6	0	10	0	0.0146897
118-90-1	-2.06	1	0	0	1	0	1	0	-1	136.15	1.991	327.864	72.631	90.399	164.834	0	504.336	1	2	0.0078569	0.0061001	0.9345838	14.962	5.104	7.011	5.458	2.039	-1.5	-1.551	-1.569	348.536	-0.187	201.378	-2.509	9.823	0.417	1	-0.577	3	84.388	0	0	45.605	2	0	6	0	6	0	10	0	0.0146897
103-82-2	-0.89	1	0	0	1	0	2	0	-1	136.15	2.101	338.106	43.467	100.872	193.767	0	517.664	1	2	0.0085251	0.0059153	0.9221687	15.129	5.393	7.122	5.53	2.158	-1.739	-1.551	-1.908	277.288	-0.348	157.276	-2.504	9.725	-0.281	1	-0.588	3	83.308	0	0	50.067	2	0	6	0	6	0	10	0	0.0146897
88-99-3	-2.11	1	0	0	2	0	2	0	-1	166.133	4.171	341.344	0	179.683	161.661	0	529.424	2	4	0.0328642	0.0165723	0.9272045	15.293	6.133	10.395	9.29	0.767	-1.163	-1.529	0.134	12.565	-0.95	7.057	-4.07	10.337	0.79	0	-0.973	2	51.108	0	0	90.237	4	0	6	0	6	0	12	1	0.0340502
57-10-3	-6.81	3	0	0	1	0	14	0	-2	256.428	2.087	667.665	560.971	106.694	0	0	1117.17	1	2	0.0038982	0.0029955	0.7798646	29.566	9.583	11.083	2.398	5.22	-5.441	-3.576	-3.287	244.184	-1.45	137.083	-2.142	11.327	-1.041	1	0.516	3	87.285	0	0	50.467	2	1	0	0	0	0	18	0	0.00779942
76-93-7	-2.21	0	0	0	1	0	4	0	-1	228.247	4.551	432.697	0	105.343	327.354	0	726.48	2	2.75	0.0285038	0.008988	0.9032283	23.478	8.616	12.33	8.459	2.834	-2.421	-3.37	-2.852	251.498	-0.538	141.526	-1.924	9.892	0.07	3	-0.319	3	86.506	0	0	58.66	3	0	12	0	12	0	17	0	0.0170389
77-06-5	-1.84	1	0	0	1	0	3	0	-1	346.379	7.485	481.383	250.953	165.565	64.865	0	919.728	2	6.45	0.0609213	0.0189489	0.9501246	29.347	9.368	16.909	11.066	1.841	-2.565	-3.913	-0.841	67.522	-0.84	34.163	-4.054	10.059	-0.289	4	-0.273	3	70.467	0	0	105.979	6	0	17	0	17	12	25	0	0.0263344
79-31-2	0.28	9	0	0	1	0	1	0	-1	88.106	2.252	272.169	176.236	95.933	0	0	392.457	1	2	0.0129183	0.0073484	0.9524751	8.91	2.925	4.756	4.241	0.784	-0.254	-0.367	-0.494	308.862	-0.202	176.719	-3.192	11.229	-1.062	1	-0.847	3	76.096	0	0	47.961	2	0	0	0	0	0	6	0	0.0227
88-09-5	-0.81	8	0	0	1	0	3	0	-1	116.16	2.158	323.682	237.592	86.09	0	0	493.954	1	2	0.0094299	0.0061789	0.9336207	11.688	3.786	5.529	3.856	1.402	-0.695	-0.828	-0.799	382.922	-0.276	222.936	-2.818	11.057	-1.047	1	-0.688	3	81.387	0	0	44.911	2	0	0	0	0	0	8	0	0.0172176
99-66-1	-1.86	4	0	0	1	0	5	0	-1	144.213	2.012	378.333	302.837	75.496	0	0	602.986	1	2	0.0067109	0.0052864	0.9123525	14.767	4.673	6.414	3.475	2.733	-1.825	-1.342	-1.143	482.585	-0.343	286.265	-2.431	11.004	-1.026	1	-0.495	3	90.98	0	0	41.387	2	0	0	0	0	0	10	0	0.0138685
98-89-5	-1.45	4	0	0	1	0	1	0	-1	128.171	2.288	328.791	233.243	95.548	0	0	510.202	1	2	0.0102644	0.0060829	0.9391598	13.622	4.094	6.341	4.374	1.61	-1.472	-1.015	-0.709	311.47	-0.219	178.332	-3.184	11.18	-1.068	1	-0.56	3	81.001	0	0	47.916	2	0	6	0	6	6	9	0	0.0156042
122-59-8	-1.1	1	0	0	1	0	3	0	-1	152.149	3.181	358.11	35.643	116.165	206.302	0	547.49	1	2.75	0.018481	0.0076792	0.9037858	15.8	5.728	7.926	6.286	1.746	-1.417	-1.626	-2.265	198.568	-0.565	109.625	-2.646	9.329	-0.211	2	-0.668	3	78.297	0	0	59.694	3	0	6	0	6	0	11	0	0.0180744
112-37-8	-3.55	3	0	0	1	0	9	0	-1	186.294	2.053	505.621	398.925	106.696	0	0	818.183	1	2	0.0051524	0.0039555	0.8367077	20.811	6.608	8.362	3.111	3.312	-3.28	-2.159	-2.367	244.176	-0.995	137.078	-2.622	11.327	-1.041	1	-0.098	3	89.072	0	0	50.468	2	0	0	0	0	0	13	0	0.0107356
112-38-9	-3.4	2	0	0	1	0	9	0	-1	184.278	1.991	497.077	344.532	106.696	45.849	0	801.288	1	2	0.004949	0.0040235	0.8393322	20.573	6.767	8.356	3.402	3.258	-3.125	-2.119	-2.543	244.177	-0.989	137.078	-2.46	10.319	-1.036	2	-0.144	3	88.759	0	0	50.468	2	0	0	0	0	0	13	0	0.0108531
495-69-2	-1.68	0	0	0	1	0	3	0	-1	179.175	3.16	394.889	42.225	156.441	196.223	0	622.385	1.25	3.75	0.0160491	0.0106172	0.8927497	18.701	6.711	9.974	7.931	1.398	-2.098	-1.815	-2.396	82.409	-0.926	42.372	-3.423	9.733	0.306	1	-0.637	3	69.421	0	0	87.461	4	0	6	0	6	0	13	0	0.0233996
88-13-1	-1.47	5	0	0	1	0	1	0	-1	128.145	1.83	292.089	0	107.503	129.388	55.199	430.051	1	2	0.0077855	0.0068472	0.9433276	11.65	4.631	6.169	5.267	1.575	-1.239	-1.343	-1.259	239.91	-0.167	269.818	-2.949	9.882	0.748	1	-0.76	3	78.765	0	0	50.624	2	0	5	0	5	0	8	0	0.0156073
88-14-2	-0.48	6	0	0	1	0	1	0	-1	112.085	2.361	267.944	0	114.247	153.697	0	391.523	1	2.5	0.0142423	0.0093303	0.9659585	10.34	4.301	5.904	5.893	0.873	-0.487	-0.935	-1.008	207.058	-0.313	114.7	-2.988	9.882	0.338	1	-0.898	2	73.512	0	0	60.512	3	0	5	0	5	0	8	0	0.0223045
107-31-3	0.58	12	0	0	0	0	0	1	-1	60.052	5.455	225.443	115.908	109.535	0	0	298.509	0	2	0.0996799	0	0.9581491	5.792	1.721	3.531	2.977	-0.281	0.333	0.58	-2.209	906.107	-0.232	444.699	-3.538	11.086	-1.133	0	-1.05	3	78.228	0	0	49.527	2	0	0	0	0	0	4	0	0
79-20-9	0.52	10	0	0	0	0	0	1	1	74.079	2.338	258.636	192.139	66.496	0	0	356.614	0	2	0.0153267	0	0.9403199	8.118	1.903	2.935	2.764	0.18	0.519	0.282	-2.498	2319.088	0.062	1228.046	-2.745	11.241	-1.111	0	-0.882	3	88.233	0	0	38.529	2	0	0	0	0	0	5	0	0
141-78-6	-0.04	9	0	0	0	0	1	1	1	88.106	2.649	303.043	241.62	61.423	0	0	426.53	0	2	0.0164572	0	0.9042615	10.274	2.272	3.577	2.616	0.73	-0.051	-0.016	-3.081	2590.771	0.002	1384.26	-2.556	11.16	-1.171	0	-0.721	3	92.313	0	0	38.408	2	0	0	0	0	0	6	0	0
110-74-7	-0.49	9	0	0	0	0	2	1	0	88.106	5.629	302.584	199.19	103.393	0	0	428.04	0	2	0.0740222	0	0.9077701	9.692	2.626	4.343	2.679	0.635	-0.201	-0.016	-3.024	1036.145	-0.394	514.065	-3.233	11.032	-1.156	0	-0.759	3	84.633	0	0	48.805	2	0	0	0	0	0	6	0	0
554-12-1	-0.14	9	0	0	0	0	1	1	1	88.106	2.138	290.129	236.221	53.908	0	0	414.778	0	2	0.0110206	0	0.9270831	9.803	2.349	3.34	2.533	0.527	-0.144	-0.016	-2.712	3052.759	0.085	1652.895	-2.417	11.2	-1.141	1	-0.755	3	92.4	0	0	35.978	2	0	0	0	0	0	6	0	0
109-60-4	-0.72	9	0	0	0	0	2	1	0	102.133	2.61	335.63	274.138	61.492	0	0	486.458	0	2	0.0140049	0	0.8912542	12.03	2.839	4.093	2.474	1.246	-0.922	-0.314	-3.292	2586.84	-0.073	1381.991	-2.461	11.16	-1.172	0	-0.59	3	95.322	0	0	38.408	2	0	0	0	0	0	7	0	0
623-42-7	-0.82	8	0	0	0	0	2	1	1	102.133	2.141	321.499	267.935	53.564	0	0	473.55	0	2	0.009681	0	0.9138959	11.513	2.878	3.856	2.386	1.288	-0.829	-0.314	-2.925	3075.753	0.015	1666.356	-2.315	11.188	-1.141	1	-0.627	3	96.913	0	0	35.946	2	0	0	0	0	0	7	0	0
542-55-2	-1.01	9	0	0	0	0	2	1	0	102.133	5.471	322.488	227.391	95.097	0	0	476.898	0	2	0.0627709	0	0.9153802	11.647	3.226	4.839	2.671	1.141	-0.868	-0.314	-2.901	1241.92	-0.314	625.251	-3.08	11.023	-1.158	0	-0.617	3	89.004	0	0	47.733	2	0	0	0	0	0	7	0	0
108-21-4	-0.55	9	0	0	0	0	1	1	1	102.133	2.412	322.95	273.715	49.235	0	0	475.295	0	2	0.0122385	0	0.9120217	12.225	2.847	4.149	2.581	0.823	-0.314	-0.314	-2.956	3380.704	0.109	1845.628	-2.331	11.099	-1.173	0	-0.58	3	94.927	0	0	36.402	2	0	0	0	0	0	7	0	0
123-86-4	-1.24	7	0	0	0	0	3	1	0	116.16	2.669	368.033	306.548	61.486	0	0	546.25	0	2	0.0130412	0	0.87809	13.781	3.398	4.627	2.331	1.402	-1.319	-0.612	-3.505	2587.216	-0.149	1382.208	-2.365	11.157	-1.172	0	-0.459	3	96.24	0	0	38.407	2	0	0	0	0	0	8	0	0
624-24-8	-1.36	6	0	0	0	0	3	1	0	116.16	2.072	353.905	300.34	53.565	0	0	533.345	0	2	0.0080481	0	0.8987058	13.264	3.397	4.381	2.243	1.354	-1.041	-0.612	-3.171	3075.7	-0.059	1666.325	-2.219	11.193	-1.14	1	-0.496	3	100	0	0	35.946	2	0	0	0	0	0	8	0	0
106-63-8	-1.21	5	0	0	0	0	3	1	0	128.171	2.183	376.83	277.818	48.095	50.918	0	575.989	0	2	0.0082738	0	0.8884421	15.457	4.093	5.186	2.608	1.758	-1.664	-0.867	-3.58	3465.911	-0.024	1895.958	-1.938	10.96	0	0	-0.372	3	100	0	0	35.435	2	0	0	0	0	0	9	0	0
105-53-3	-0.82	3	0	0	0	0	4	2	0	160.169	4.051	431.741	340.972	90.769	0	0	650.275	0	4	0.0252403	0	0.8407626	17.302	4.473	7.127	4.433	0.961	-1.653	-0.619	-4.109	1365.019	-0.534	692.499	-2.808	10.543	-1.031	1	-0.734	3	88.687	0	0	68.313	4	0	0	0	0	0	11	0	0
