__MOL_ID__	MTP	QikProp_#stars	QikProp_#amine	QikProp_#amidine	QikProp_#acid	QikProp_#amide	QikProp_#rotor	QikProp_#rtvFG	QikProp_CNS	QikProp_mol_MW	QikProp_dipole	QikProp_SASA	QikProp_FOSA	QikProp_FISA	QikProp_PISA	QikProp_WPSA	QikProp_volume	QikProp_donorHB	QikProp_accptHB	QikProp_dip^2/V	QikProp_ACxDN^.5/SA	QikProp_glob	QikProp_QPpolrz	QikProp_QPlogPC16	QikProp_QPlogPoct	QikProp_QPlogPw	QikProp_QPlogPo/w	QikProp_QPlogS	QikProp_CIQPlogS	QikProp_QPlogHERG	QikProp_QPPCaco	QikProp_QPlogBB	QikProp_QPPMDCK	QikProp_QPlogKp	QikProp_IP(eV)	QikProp_EA(eV)	QikProp_#metab	QikProp_QPlogKhsa	QikProp_HumanOralAbsorption	QikProp_PercentHumanOralAbsorption	QikProp_SAfluorine	QikProp_SAamideO	QikProp_PSA	QikProp_#NandO	QikProp_RuleOfFive	QikProp_#ringatoms	QikProp_#in34	QikProp_#in56	QikProp_#noncon	QikProp_#nonHatm	QikProp_RuleOfThree	QikProp_ACxDN^.5/SAxSASA/MW
O=C(O)CC(O)(CC(=O)O)C(=O)O.NN(CCC(C)CCCC(=C)C)c1ccccc1	129.5	2	1	0	0	0	9	1	1	246.395	0.845	574.858	314.772	48.593	211.493	0	981.002	2	1.5	0.0007271	0.0036902	0.8305854	29.347	9.553	12.536	5.293	3.913	-3.206	-2.72	-6.008	855.057	-0.05	462.088	-2.869	8.197	-0.444	3	0.473	3	100	0	0	27.714	2	0	6	0	6	0	18	0	0.00860951
O=C1N2C=CC=CC2=Cc2cc(OC)ccc12	129.5	0	0	0	0	0	1	0	1	225.246	2.425	427.202	79.792	42.736	304.674	0	717.116	0	3.75	0.0082019	0	0.9069665	24.813	7.496	9.911	6.583	2.208	-2.186	-2.956	-4.49	3896.135	0.157	2151.57	-1.138	7.953	0.983	3	-0.346	3	100	0	0	36.375	3	0	14	0	14	0	17	0	0
O=C1N2c3ccccc3CCC2Cc2ccccc12	129.5	0	0	0	0	0	0	0	1	249.312	4.737	470.436	135.149	29.253	306.035	0	811.252	0	3	0.027659	0	0.8942002	29.235	8.253	11.279	6.087	3.283	-3.561	-3.796	-4.703	5229.948	0.32	2957.744	-0.981	8.611	0.409	3	0.171	3	100	0	0	24.164	2	0	18	0	18	4	19	0	0
O=C(Cc1ccccc1)CC(N1CCCCC1)c1occc1	129.5	0	1	0	0	0	6	1	2	297.396	3.193	591.549	251.265	15.834	324.45	0	1037.848	0	4.5	0.0098208	0	0.8380372	34.627	10.237	13.381	6.566	3.618	-2.875	-2.948	-6.426	1748.411	0.45	1001.149	-2.155	9.041	-0.438	5	0.172	3	100	0	0	30.454	3	0	17	0	17	5	22	0	0
OCCCC(C)C1CCC2C3CCC4CCCCC4(C)C3CCC21C	130.0	4	0	0	0	0	5	0	0	346.595	1.782	618.724	561.741	56.982	0	0	1166.825	1	1.7	0.0027229	0.0027476	0.8663075	37.332	9.725	14.029	3.632	5.507	-6.111	-5.477	-3.695	2854.544	-0.244	1537.203	-2.09	10.594	-3.029	1	1.273	3	100	0	0	23.242	1	1	17	0	17	17	25	1	0.00490488
C=1C=Cc2ccc3C=CC=Cc4ccc(C=1)c2Cc43	130.0	6	0	0	0	0	0	0	2	242.32	0.069	468.804	296.81	0	171.994	0	809.79	0	0	6e-06	0	0.896236	27.896	7.101	8.454	1.435	5.457	-6.245	-6.245	-4.031	9906.038	0.786	5899.293	-0.914	6.806	1.489	2	0.969	1	100	0	0	0	0	1	19	0	0	1	19	1	0
O1CC#CCOCc2ccccc2COCC#CCOCc2ccccc2C1	130.0	3	0	0	0	0	16	0	-2	376.451	3.868	619.775	275.928	0	343.847	0	1181.267	0	6.8	0.012665	0	0.8719588	34.13	11.66	14.276	6.718	2.925	-4.271	-4.271	-5.244	9906.038	-2.365	5899.293	1.228	9.787	-0.081	12	-0.451	1	100	0	0	32.617	4	0	12	0	12	0	28	1	0
BrC(c1cc(c([N+](=O)[O-])cc1[N+](=O)[O-])C(Br)C(C(=O)OCC)C(=O)OCC)C(C(=O)OCC	130.0	1	0	0	0	0	14	6	-2	670.262	11.814	858.717	536.121	217.081	44.121	61.394	1588.481	0	10	0.0878629	0	0.7667197	48.849	15.468	22.843	10.345	3.572	-5.242	-9.028	-5.517	86.561	-2.591	76.214	-4.021	10.204	2.11	6	-0.04	2	56.617	0	0	186.442	14	2	6	0	6	0	38	0	0
O=[N+]([O-])c1cc([N+](=O)[O-])cc(c1)c1occ[nH0]1	130.0	1	0	0	0	0	2	0	-2	235.156	7.307	427.132	0	212.192	214.939	0	682.686	0	4	0.0782036	0	0.8778434	21.936	7.472	10.587	7.151	0.584	-1.834	-2.871	-4.534	96.312	-1.393	39.43	-4.481	10.27	2.072	3	-0.555	3	65.869	0	0	109.326	8	0	11	0	11	0	17	0	0
[S+2]([O-])([O-])(OC1CCC2(C)C(CCC3C4CCCC4(C)CCC32)C1)c1ccc(C)cc1	130.0	5	0	0	0	0	5	0	0	432.66	4.776	719.425	514.254	68.496	136.613	0.063	1342.487	2	0.5	0.0169911	0.0009829	0.8180617	45.666	12.586	18.107	5.165	6.94	-8.07	-7.934	-5.127	2220.014	-0.42	1172.368	-1.821	5.769	-0.255	2	1.842	1	100	0	0	48.099	3	1	23	0	23	17	30	1	0.00163436
O=C(OC1=C2C=CC=CC2=NC1c1[nH0]cccc1)C	130.2	0	0	0	0	0	1	1	0	252.272	4.432	504.288	103.347	64.696	336.245	0	845.805	0	5	0.0232217	0	0.8576965	30.264	8.843	12.756	8.364	2.324	-2.993	-2.945	-5.438	2412.054	-0.083	1281.342	-1.431	8.482	1.28	3	-0.307	3	100	0	0	60.025	4	0	15	0	15	1	19	0	0
O=C1c2ccccc2C1=O	130.5	4	0	0	0	0	0	2	-1	132.118	6.029	318.604	0	134.773	183.831	0	478.792	0	4	0.0759268	0	0.9289899	14.763	4.976	7.775	6.593	-0.247	-0.16	-0.263	-3.558	522.211	-0.478	245.118	-3.356	10.605	1.144	0	-1.062	2	74.145	0	0	63.563	2	0	8	4	4	0	10	0	0
Clc1cc(c([N+](=O)[O-])cc1[N+](=O)[O-])C(c1ccccc1)C(=O)c1ccccc1	130.5	1	0	0	0	0	6	0	-2	396.786	9.122	617.988	0.065	176.712	383.511	57.701	1093.085	0	4	0.0761331	0	0.8304	37.401	12.713	16.161	7.654	3.925	-5.108	-6.723	-6.105	208.998	-1.365	188.62	-2.849	10.132	1.972	4	0.466	3	91.451	0	0	99.147	7	0	18	0	18	0	28	0	0
Clc1cc(c([N+](=O)[O-])cc1[N+](=O)[O-])C(C(=O)C)C(=O)c1ccccc1	130.5	1	0	0	0	0	6	1	-2	362.726	6.945	571.968	75.549	211.444	226.766	58.209	996.11	0	6	0.0484164	0	0.8433311	32.023	10.947	14.918	8.683	1.896	-3.191	-4.712	-5.149	97.899	-1.637	83.632	-4.042	10.244	2.134	3	-0.35	3	73.678	0	0	125.388	8	0	12	0	12	0	25	0	0
Oc1c(cc(cc1C(C)(C)C)C(=Nc1ccccc1)Nc1ccccc1)C(C)(C)C	130.5	2	0	0	0	0	8	0	0	400.563	6.021	691.792	324.125	19.256	348.411	0	1316.148	2	2.25	0.0275488	0.0045996	0.8395744	44.709	13.462	18.94	7.266	6.665	-6.503	-7.397	-5.789	6505.715	-0.101	3744.774	0.121	8.202	0.295	4	1.327	1	100	0	0	26.691	3	1	18	0	18	0	30	1	0.00794374
S=C(N)NCc1ccc([N+](=O)[O-])cc1.O=C(O)C1CCC(OC1(C)C)(C)C(O)(CC)CC	130.5	0	0	0	1	0	5	0	-1	258.357	4.318	459.177	369.173	90.004	0	0	838.79	2	3.5	0.0222282	0.0107796	0.9367424	24.204	7.546	12.374	6.71	2.834	-2.546	-3.03	-0.748	351.55	-0.422	203.261	-2.698	10.414	-0.86	3	-0.159	3	89.108	0	0	57.596	4	0	6	0	6	5	18	0	0.0191585
[O-][N+](=Nc1ccccc1)c1ccc(N=Nc2ccccc2)cc1	130.5	2	0	0	0	0	5	1	0	302.335	6.655	595.557	0	51.982	543.575	0	1003.981	0	3.5	0.0441108	0	0.8141893	36.006	11.66	14.27	7.548	4.417	-4.856	-4.949	-7.131	3183.851	-0.261	1729.746	-0.083	8.795	2.227	1	0.384	3	100	0	0	50.028	5	0	18	0	18	0	23	0	0
O=C(OCC1OC(OC2C(OC(OC)C(OC(=O)C)C2OC(=O)C)COC(=O)C)C(OC(=O)C)C(OC(=O)C)C1OC	130.5	7	0	0	0	0	12	9	-2	650.586	3.714	988.741	762.12	226.621	0	0	1891.162	0	20.8	0.007293	0	0.7480003	61.825	17.719	31.857	21.481	-0.065	-2.109	-3.313	-5.61	70.284	-2.86	28.05	-4.544	10.555	-0.709	0	-1.965	2	33.703	0	0	261.621	18	2	12	0	12	10	45	0	0
BrC1C(OC(=CC1C)C(=O)N)OCC	130.8	0	0	0	0	0	3	2	0	264.118	5.163	448.819	261.15	112.267	20.437	54.966	730.226	2	4.95	0.0365039	0.0155973	0.8737737	21.339	6.707	12.65	8.864	1.197	-2.638	-2.789	-3.672	853.639	-0.463	834.003	-3.229	9.729	0.337	2	-0.407	3	86.42	0	0	68.268	4	0	6	0	6	3	14	0	0.0265047
Oc1ccc2CC3(CCC(CC3)c3ccc(cc3)C(C)(C)C)Cc2c1	131.0	3	0	0	0	0	2	0	0	334.5	1.363	647.807	381.293	54.45	212.064	0	1163.655	1	0.75	0.0015966	0.0011578	0.8259162	41.156	11.13	15.12	4.853	6.144	-7.489	-6.358	-5.36	3016.854	-0.089	1631.892	-1.584	8.94	-0.368	4	1.576	1	100	0	0	22.472	1	1	20	0	20	8	25	1	0.00224224
s1cccc1C(=O)c1[nH0]oc2CC(C)(C)CC(=O)c21	131.0	0	0	0	0	0	2	0	0	275.322	4.988	493.299	202.304	107.362	148.884	34.748	840.933	0	5.5	0.0295831	0	0.873432	27.638	8.104	12.284	7.638	1.667	-2.511	-3.013	-4.29	950.128	-0.41	725.582	-2.782	9.782	0.969	3	-0.497	3	90.001	0	0	71.445	4	0	14	0	14	3	19	0	0
s1c2ccccc2[nH0]c1C=Cc1ccccc1[N+](=O)[O-]	131.0	0	0	0	0	0	4	0	0	282.316	5.674	526.375	14.135	94.114	371.17	46.955	876.552	0	2.5	0.0367219	0	0.8415015	29.902	9.863	11.756	5.747	3.793	-4.436	-4.808	-5.867	1268.858	-0.448	1157.038	-1.562	9.168	1.537	2	0.324	3	100	0	0	52.66	4	0	15	0	15	0	20	0	0
Brc1ccc(cc1)c1o[nH0]c(c1[S+2]([O-])([O-])c1ccccc1)C(=O)c1sccc1	131.0	1	0	0	0	0	6	0	0	476.359	3.296	647.572	0	110.739	424.404	112.43	1154.024	2	4	0.0094141	0.0087355	0.8216502	40.231	13.952	19.14	10.503	4.823	-5.978	-8.532	-6.442	882.604	-0.616	1784.926	-1.489	5.755	1.178	2	0.653	3	100	0	0	78.346	5	0	22	0	22	0	28	1	0.0118752
s1cccc1C(=O)C=1SC(=N)N(N=1)c1cc[nH0]cc1	131.0	0	0	0	0	0	3	0	0	288.341	2.572	499.737	0	127.41	300.747	71.579	838.851	1	5.5	0.0078837	0.0110058	0.8607566	28.363	9.712	14.153	10.079	2.021	-3.33	-3.866	-5.219	613.293	-0.588	719.373	-2.52	9.114	1.496	4	-0.253	3	88.673	0	0	74.431	5	0	16	0	16	0	19	0	0.0190747
s1c(SCC)[nH0][nH0]c1NC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)	131.0	4	0	0	0	0	10	2	1	607.303	5.594	713.074	135.712	67.004	18.399	491.959	1247.843	1	4.5	0.0250772	0.0063107	0.7860869	37.539	8.716	17.981	5.879	6.659	-8.119	-10.158	-5.081	2293.534	0.445	10000	-1.729	9.228	1.745	1	0.701	1	100	403.694	0	56.547	4	2	5	0	5	0	36	1	0.0074098
ClC(c1cccc(c1)C(Cl)C(Cl)C(=O)OC)C(Cl)C(=O)OC	131.0	1	0	0	0	0	6	6	0	388.074	4.286	604.943	229.641	81.003	98.551	195.747	1055.345	0	4	0.0174079	0	0.8286678	33.169	10.636	13.606	5.081	4.534	-5.463	-5.819	-4.774	1689.45	-0.104	10000	-2.089	10.191	0.482	6	0.357	3	100	0	0	65.613	4	0	6	0	6	0	22	0	0
Clc1ccc(cc1)C=C(C#N)c1scc([nH0]1)c1cccc2ccccc21	131.0	2	0	0	0	0	4	0	1	372.871	5.885	630.239	10.371	55.043	450.828	113.998	1109.685	0	3	0.0312083	0	0.8224815	39.993	12.879	15.739	6.789	5.656	-7.435	-7.859	-6.554	2978.046	0.06	6777.877	-0.562	8.754	1.658	1	0.867	1	100	0	0	31.661	2	1	21	0	21	0	26	1	0
Brc1ccc2oc(CCC(=NO)C)c(c2c1)c1oc(C)cc1	131.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
O=C(Nc1ccc2oc(CCC(=O)C)c(c2c1)c1oc(C)cc1)C	131.5	0	0	0	0	0	4	1	0	325.363	7.641	626.967	326.714	96.533	203.72	0	1082.886	1	5.5	0.0539097	0.0087724	0.8134087	36.56	10.588	16.85	9.27	3.341	-5.043	-4.479	-5.523	1203.596	-0.65	604.422	-2.197	8.691	0.178	5	0.316	3	100	0	0	80.354	5	0	14	0	14	0	24	0	0.0169042
O=C1c2ccccc2CCc2ccccc2C1=O	131.5	0	0	0	0	0	0	2	0	236.27	4.711	454.451	70.044	78.709	305.698	0	777.448	0	4	0.0285513	0	0.899759	27.879	8.304	11.607	7.368	2.232	-2.735	-2.825	-4.612	1776.261	-0.085	920.529	-1.893	9.956	0.375	2	-0.195	3	100	0	0	48.329	2	0	16	0	12	2	18	0	0
O=C1OC(C)(C)C1(C)C	131.5	7	0	0	0	0	0	1	1	128.171	5.33	311.57	254.091	57.479	0	0	500.582	0	4	0.0567414	0	0.9785712	13.879	3.952	6.603	4.8	0.215	-0.027	0.19	-1.879	2823.743	0.163	1519.283	-2.579	10.734	-0.927	0	-0.999	3	89.968	0	0	40.408	2	0	4	4	0	2	9	0	0
Brc1ccc(NN=C(C(=O)C)C(=O)C)cc1	131.5	0	0	0	0	0	5	2	0	283.124	5.248	485.951	158.066	98.082	152.759	77.044	795.883	0	5	0.0346112	0	0.8546839	23.946	7.801	10.8	6.444	1.846	-2.33	-3.126	-4.612	1163.563	-0.444	1539.953	-2.309	8.954	1.019	1	-0.621	3	92.629	0	0	71.837	4	0	6	0	6	0	16	0	0
O=[N+]([O-])c1cc([N+](=O)[O-])c(O)c([N+](=O)[O-])c1.[nH0]1(c2ccccc2c(C)c1C)	131.5	4	0	0	0	0	0	0	2	221.301	2.764	475.666	137.602	0	338.064	0	803.685	0	0	0.0095025	0	0.8788614	29.238	8.097	9.276	3.22	5.525	-6.184	-6.182	-5.104	9906.038	0.467	5899.293	-0.329	8.082	0.249	2	0.951	3	100	0	0	1.832	1	1	15	0	15	0	17	1	0
O=C(OCC)C(C)C(=O)CC(O)CC1CC=C(C)C1(C)C	131.89999	1	0	0	0	0	8	2	0	296.406	5.445	601.699	488.743	78.628	34.328	0	1063.131	0	4.7	0.0278855	0	0.8372284	31.584	8.876	12.45	4.8	3.438	-3.856	-3.293	-4.33	1779.405	-0.666	922.29	-2.08	9.698	-0.966	5	0.107	3	100	0	0	68.185	4	0	5	0	5	3	21	0	0
O=C1CCC2(C)C(CCC3C4CCC(=O)C4(C)CCC32)C1	132.0	0	0	0	0	0	0	1	0	288.429	3.173	506.039	409.171	96.868	0	0	928.067	0	4	0.0108503	0	0.9092865	30.987	7.779	12.116	5.536	2.972	-3.83	-3.39	-3	1194.817	-0.218	599.658	-3.305	10.343	-0.842	3	0.242	3	100	0	0	55.227	2	0	17	0	17	15	21	0	0
O=C1C=CC2=CC(=O)C=CC2=C1	132.0	4	0	0	0	0	0	0	0	158.156	0.005	353.147	0	122.902	230.245	0	554.376	0	4	0	0	0.9241562	18.231	6	7.956	6.911	0.851	-0.606	-1.176	-3.857	676.739	-0.396	324.381	-2.973	9.679	2.245	0	-0.843	3	82.589	0	0	59.558	2	0	10	0	10	0	12	0	0
O=C(Nc1ccc(cc1)CCCCCCCC)c1ccc(OC)cc1	132.0	1	0	0	0	0	10	0	0	339.477	3.614	723.181	404.067	42.244	276.869	0	1246.554	1	3.25	0.0104802	0.004494	0.7745663	39.956	12.385	15.753	6.09	5.776	-6.639	-5.523	-6.5	3938.195	-0.509	2176.686	-0.363	8.712	0.348	2	0.953	1	100	0	0	41.829	3	1	12	0	12	0	25	1	0.00957348
ClCc1cc(C)c(cc1C)CCl	132.0	6	0	0	0	0	0	0	2	203.111	0.01	419.692	225.493	0	61.206	132.993	679.178	0	0	1e-07	0	0.8903418	21.611	5.891	6.696	1.192	4.725	-5.027	-4.886	-3.598	9906.038	0.643	10000	-1.304	9.528	0.264	4	0.59	3	100	0	0	0	0	0	6	0	6	0	12	0	0
[S+2]([O-])([O-])(c1ccccc1)c1c(o[nH0]c1C(=O)c1ccc2ccccc2c1)c1ccc([N+](=O)[O	132.0	2	0	0	0	0	7	0	-2	486.498	8.748	698.349	0	214.059	484.29	0	1308.352	2	5	0.0584968	0.0101254	0.8284044	46.336	15.736	22.59	12.46	4.331	-5.902	-8.648	-6.618	92.465	-1.938	37.731	-3.087	6.437	1.388	2	0.851	3	87.49	0	0	129.338	8	0	27	0	27	0	35	1	0.0145346
O=C(C)C(=CNc1ccccc1)Cc1ccccc1	132.0	0	0	0	0	0	5	1	0	251.327	3.497	540.228	113.751	36.782	389.695	0	912.87	0	2	0.0133957	0	0.8424169	30.89	9.629	11.001	4.787	4.478	-4.593	-4.202	-5.94	4437.032	-0.083	2476.17	-0.345	8.158	0.159	3	0.521	3	100	0	0	34.503	2	0	12	0	12	0	19	0	0
O=C(OC)C=Cc1cccc(c1)C=CC(=O)OC	132.0	1	0	0	0	0	6	2	-2	246.262	4.141	548.098	238.62	125.263	184.215	0	889.431	0	4	0.0192811	0	0.8160471	27.348	8.475	10.904	5.76	2.499	-3.532	-2.807	-5.387	642.736	-1.052	306.8	-2.603	9.539	1.077	0	-0.125	3	91.833	0	0	72.939	4	0	6	0	6	0	18	0	0
O=C(O)C(C)(Cc1ccccc1)C(=O)O	132.0	3	0	0	2	0	4	0	-1	208.213	0.353	390.446	70.295	154.015	166.136	0	660.097	0	2	0.0001891	0	0.9390219	19.281	7.014	7.207	3.924	2.892	-2.065	-2.927	0.304	22.008	-0.842	12.934	-3.389	9.838	-0.154	1	-0.493	2	67.906	0	0	86.316	4	0	6	0	6	0	15	1	0
O=C(Nc1ccc(OC)cc1)CNc1ccc(OC)cc1	132.0	1	0	0	0	0	6	0	0	286.33	2.031	551.954	194.776	62.184	294.994	0	934.285	2	5	0.0044172	0.012811	0.8373658	30.201	9.791	15.091	10.008	2.839	-3.559	-3.748	-5.57	2548.037	-0.389	1359.597	-1.05	7.811	-0.083	6	-0.076	3	100	0	0	64.283	5	0	12	0	12	0	21	0	0.0246956
O=C(OCC1OC(OC(C(OC(=O)C)COC(=O)C)C(OC(=O)C)C(OC(=O)C)C#N)C(OC(=O)C)C(OC(=O)	132.0	9	0	0	0	0	16	9	-2	675.596	5.348	1021.618	735.727	283.63	2.261	0	1973.808	0	20.9	0.0144913	0	0.7448691	62.586	18.909	32.444	21.179	0.034	-3.029	-4.762	-5.671	20.241	-3.809	7.305	-5.203	10.95	-0.612	1	-1.922	1	24.604	0	0	292.14	19	2	6	0	6	5	47	1	0
[Si](OC(C)CC1Oc2c3ccccc3c3OC4CC(=O)OC4c3c2C(=O)C1)(C)(C)C(C)(C)C	132.10001	0	0	0	0	0	5	1	0	468.621	7.248	727.175	452.592	89.738	184.845	0	1391.62	0	7.35	0.0377452	0	0.8289717	48.093	13.037	20.282	9.474	4.39	-5.335	-6.491	-5.181	1396.089	-0.608	709.551	-2.042	8.568	0.917	3	0.479	3	100	0	0	88.407	6	0	20	0	20	5	33	0	0
O=C(O)C1CCc2cc(OC)ccc2C1C	132.5	1	0	0	1	0	2	0	-1	220.268	0.845	427.858	244.892	86.865	96.101	0	726.321	1	2.75	0.0009835	0.0064274	0.9133096	22.547	6.708	9.797	5.725	2.707	-2.8	-2.916	-1.586	376.493	-0.251	218.893	-2.59	8.981	-0.289	4	-0.161	3	88.895	0	0	53.48	3	0	10	0	10	4	16	0	0.0124849
O=C1Oc2ccccc2C(N)=C1CN(CC)CC	132.5	0	1	0	0	0	5	1	1	246.308	8.276	478.768	221.916	72.638	184.214	0	823.514	1.5	5.5	0.0831753	0.0140697	0.8874713	25.352	8.117	14.046	9.13	1.349	-1.181	-1.666	-4.958	505.799	0.046	261.978	-3.792	8.64	0.751	3	-0.342	3	83.243	0	0	59.384	4	0	10	0	10	0	18	0	0.0273484
O=Cc1c(C)c(C)c(C)c(C)c1C	132.5	2	0	0	0	0	1	0	1	176.258	3.974	396.058	310.341	57.771	27.946	0	664.367	0	2	0.0237755	0	0.9297034	20.059	5.316	7.182	3.005	2.27	-2.353	-2.248	-2.803	2805.8	0.058	1508.851	-2.39	9.277	0.316	5	-0.031	3	100	0	0	31.419	1	0	6	0	6	0	13	0	0
S=C(Nc1ccc(OC)cc1)c1ccccc1	132.5	0	0	0	0	0	3	0	1	243.323	5.688	476.794	79.818	15.012	334.096	47.868	796.954	1	2.75	0.0406002	0.0057677	0.87188	27.004	8.628	12.044	6.77	3.842	-3.98	-3.755	-5.198	7137.492	0.369	7571.023	-0.331	8.067	1.243	1	0.134	3	100	0	0	27.564	2	0	12	0	12	0	17	0	0.0113019
O=C(O)C=Cc1occc1	132.5	2	0	0	1	0	3	1	-1	138.123	2.905	334.179	37.308	113.042	183.829	0	499.97	1	2.5	0.0168778	0.007481	0.911622	13.684	5.097	6.992	5.808	1.616	-1.124	-1.384	-2.031	212.578	-0.524	118.009	-2.667	9.191	0.974	1	-0.748	3	78.068	0	0	58.42	3	0	5	0	5	0	10	0	0.0180998
Clc1[nH0]c(c[nH0]c1)C(=O)Nc1cc(cc(c1)C(F)(F)F)C(F)(F)F	132.5	2	0	0	0	0	2	0	1	371.669	9.191	564.05	1.634	91.651	155.882	314.883	937.817	2	2.5	0.0900732	0.0062681	0.8214715	31.582	7.971	16.965	7.821	4.624	-6.467	-6.347	-5.164	1338.968	0.31	10000	-2.467	7.361	0.915	8	0.489	1	100	240.497	0	60.827	4	0	12	0	12	0	24	2	0.00951256
O=C1OC(=NC1=Cc1ccc(OC)c(OC)c1)c1ccccc1	132.5	0	0	0	0	0	4	0	0	309.321	4.861	606.054	175.697	73.674	356.683	0	1021.741	0	5.5	0.0231273	0	0.8094952	35.574	10.668	14.735	8.64	3.073	-4.119	-4.11	-6.316	1982.65	-0.427	1036.664	-1.237	8.473	1.566	2	-0.057	3	100	0	0	63.971	5	0	17	0	17	0	23	0	0
Clc1cc(CC(=O)c2ccccc2)c([N+](=O)[O-])cc1[N+](=O)[O-]	132.5	1	0	0	0	0	5	0	-2	320.688	9.239	528.362	23.862	187.026	259.379	58.094	894.131	0	4	0.0954599	0	0.8495086	28.896	10.02	13.349	6.884	2.411	-3.574	-4.747	-5.204	166.852	-1.323	148.601	-3.573	10.235	1.986	3	-0.069	3	80.84	0	0	103.755	7	0	12	0	12	0	22	0	0
Clc1ccc(cc1)C(=NO)c1ccccc1	132.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
S1CC2=NN=CC2C1	132.5	6	0	0	0	0	0	0	1	126.176	3.766	301.524	131.992	67.376	50.607	51.55	452.669	0	2.5	0.0313379	0	0.945577	12.445	3.824	5.276	3.728	0.834	-0.847	-0.878	-2.654	2274.963	0.188	2304.561	-2.583	9.435	0.856	2	-0.737	3	91.913	0	0	30.017	2	0	8	0	8	3	8	0	0
Clc1ccc(C=C(C#N)c2scc([nH0]2)c2cccc3ccccc32)c(Cl)c1	132.5	3	0	0	0	0	4	0	1	407.316	4.375	656.593	4.716	55.269	420.694	175.914	1155.092	0	3	0.0165702	0	0.8108616	41.522	13.541	16.301	6.671	6.151	-8.204	-8.59	-6.599	2963.339	0.194	10000	-0.672	8.763	1.715	1	0.999	1	100	0	0	31.803	2	1	21	0	21	0	27	1	0
s1cc([nH0]c1C(=NNc1cccc(C)c1)C#N)c1ccc(C)cc1	132.5	1	0	0	0	0	5	0	0	332.422	2.245	653.017	175.653	87.74	346.998	42.626	1110.774	1	5	0.0045368	0.0076568	0.7943113	38.403	12.115	16.846	9.549	4.108	-6.709	-5.995	-6.515	1458.354	-0.56	1273.425	-1.434	8.553	1.46	5	0.44	1	100	0	0	57.846	4	0	17	0	17	0	24	1	0.0150412
O=C1c2ccccc2C(=O)c2c(NC(=O)C)c(C)ccc12	133.0	0	0	0	0	0	1	0	0	279.295	3.795	505.165	147.289	112.006	245.87	0	868.751	0	5.5	0.0165792	0	0.8716228	30.319	8.841	13.087	8.566	1.797	-2.743	-3.292	-4.782	858.519	-0.48	419.509	-2.622	9.264	1.424	1	-0.374	3	89.976	0	0	81.798	4	0	14	0	14	0	21	0	0
S1c2sc(cc2C(C=2C1N=C(C=2N)C(=O)OCC)c1ccccc1)C(=O)OCC	133.0	0	1	0	0	0	5	0	1	428.52	3.397	738.457	327.593	138.716	191.781	80.367	1283.894	1	5.5	0.008986	0.007448	0.7736172	43.848	13.401	19.222	9.552	4.067	-5.991	-5.632	-6.836	119.497	-0.687	151.779	-4.983	8.574	1.302	5	0.8	3	87.941	0	0	102.922	6	0	18	0	18	2	29	1	0.0128349
O=C1c2c(c(C)ccc2C)C1=O	133.0	0	0	0	0	0	0	2	0	160.172	5.581	368.69	162.984	120.066	85.64	0	586.232	0	4	0.05314	0	0.9187906	18.125	5.248	8.391	5.946	0.441	-1.109	-0.859	-3.254	719.977	-0.385	346.84	-3.431	10.09	0.795	2	-0.75	3	80.668	0	0	63.276	2	0	8	4	4	0	12	0	0
O=C(OC)C=1Cc2cc3CCc3cc2CC=1C(=O)OC	133.0	0	0	0	0	0	2	2	0	272.3	4.591	544.666	384.27	69.236	91.159	0	914.35	0	4	0.0230484	0	0.8364563	30.025	7.746	11.669	5.62	2.94	-4.119	-3.221	-4.613	2184.397	-0.217	1151.138	-2.282	9.413	0.429	4	0.117	3	100	0	0	59.875	4	0	12	4	8	4	20	0	0
[S+2]([O-])([O-])(NN=C(C)C=C(C)c1ccc(cc1)c1ccccc1)c1ccc(C)cc1	133.0	4	0	0	0	0	10	0	-1	406.542	1.176	758.424	222.249	84.49	451.685	0	1333.444	3	1.5	0.0010374	0.0034256	0.7725075	45.103	15.223	19.894	8.857	6.46	-7.314	-7.628	-7.367	1565.617	-0.983	803.123	-0.525	6.134	0.438	4	1.257	1	100	0	0	61.428	4	1	18	0	18	0	29	1	0.00639062
O=C(C)C=C(C)c1ccc(cc1)c1ccccc1	133.0	0	0	0	0	0	4	1	0	236.313	3.144	514.98	163.411	38.225	313.344	0	864.006	0	2	0.0114391	0	0.8518943	28.848	8.65	10.196	4.437	4.06	-4.287	-3.883	-5.423	4299.401	-0.029	2393.255	-0.736	8.999	0.695	1	0.421	3	100	0	0	23.682	1	0	12	0	12	0	18	0	0
