__MOL_ID__	ACTIVITY	moeGao_Abra_L	moeGao_Abra_R	moeGao_Abra_acidity	moeGao_Abra_basicity	moeGao_Abra_pi	moe2D_BCUT_PEOE_0	moe2D_BCUT_PEOE_1	moe2D_BCUT_PEOE_2	moe2D_BCUT_PEOE_3	moe2D_BCUT_SLOGP_0	moe2D_BCUT_SLOGP_1	moe2D_BCUT_SLOGP_2	moe2D_BCUT_SLOGP_3	moe2D_BCUT_SMR_0	moe2D_BCUT_SMR_1	moe2D_BCUT_SMR_2	moe2D_BCUT_SMR_3	moe2D_FCharge	moe2D_GCUT_PEOE_0	moe2D_GCUT_PEOE_1	moe2D_GCUT_PEOE_2	moe2D_GCUT_PEOE_3	moe2D_GCUT_SLOGP_0	moe2D_GCUT_SLOGP_1	moe2D_GCUT_SLOGP_2	moe2D_GCUT_SLOGP_3	moe2D_GCUT_SMR_0	moe2D_GCUT_SMR_1	moe2D_GCUT_SMR_2	moe2D_GCUT_SMR_3	moe2D_Kier1	moe2D_Kier2	moe2D_Kier3	moe2D_KierA1	moe2D_KierA2	moe2D_KierA3	moe2D_KierFlex	moe2D_PEOE_PC+	moe2D_PEOE_PC-	moe2D_PEOE_RPC+	moe2D_PEOE_RPC-	moe2D_PEOE_VSA+0	moe2D_PEOE_VSA+1	moe2D_PEOE_VSA+2	moe2D_PEOE_VSA+3	moe2D_PEOE_VSA+4	moe2D_PEOE_VSA+5	moe2D_PEOE_VSA+6	moe2D_PEOE_VSA-0	moe2D_PEOE_VSA-1	moe2D_PEOE_VSA-2	moe2D_PEOE_VSA-3	moe2D_PEOE_VSA-4	moe2D_PEOE_VSA-5	moe2D_PEOE_VSA-6	moe2D_PEOE_VSA_FHYD	moe2D_PEOE_VSA_FNEG	moe2D_PEOE_VSA_FPNEG	moe2D_PEOE_VSA_FPOL	moe2D_PEOE_VSA_FPOS	moe2D_PEOE_VSA_FPPOS	moe2D_PEOE_VSA_HYD	moe2D_PEOE_VSA_NEG	moe2D_PEOE_VSA_PNEG	moe2D_PEOE_VSA_POL	moe2D_PEOE_VSA_POS	moe2D_PEOE_VSA_PPOS	moe2D_Q_PC+	moe2D_Q_PC-	moe2D_Q_RPC+	moe2D_Q_RPC-	moe2D_Q_VSA_FHYD	moe2D_Q_VSA_FNEG	moe2D_Q_VSA_FPNEG	moe2D_Q_VSA_FPOL	moe2D_Q_VSA_FPOS	moe2D_Q_VSA_FPPOS	moe2D_Q_VSA_HYD	moe2D_Q_VSA_NEG	moe2D_Q_VSA_PNEG	moe2D_Q_VSA_POL	moe2D_Q_VSA_POS	moe2D_Q_VSA_PPOS	moe2D_SMR	moe2D_SMR_VSA0	moe2D_SMR_VSA1	moe2D_SMR_VSA2	moe2D_SMR_VSA3	moe2D_SMR_VSA4	moe2D_SMR_VSA5	moe2D_SMR_VSA6	moe2D_SMR_VSA7	moe2D_SlogP	moe2D_SlogP_VSA0	moe2D_SlogP_VSA1	moe2D_SlogP_VSA2	moe2D_SlogP_VSA3	moe2D_SlogP_VSA4	moe2D_SlogP_VSA5	moe2D_SlogP_VSA6	moe2D_SlogP_VSA7	moe2D_SlogP_VSA8	moe2D_SlogP_VSA9	moe2D_TPSA	moe2D_VAdjEq	moe2D_VAdjMa	moe2D_VDistEq	moe2D_VDistMa	moe2D_Weight	moe2D_a_IC	moe2D_a_ICM	moe2D_a_acc	moe2D_a_acid	moe2D_a_aro	moe2D_a_base	moe2D_a_count	moe2D_a_don	moe2D_a_heavy	moe2D_a_hyd	moe2D_a_nB	moe2D_a_nBr	moe2D_a_nC	moe2D_a_nCl	moe2D_a_nF	moe2D_a_nH	moe2D_a_nI	moe2D_a_nN	moe2D_a_nO	moe2D_a_nP	moe2D_a_nS	moe2D_apol	moe2D_b_1rotN	moe2D_b_1rotR	moe2D_b_ar	moe2D_b_count	moe2D_b_double	moe2D_b_heavy	moe2D_b_rotN	moe2D_b_rotR	moe2D_b_single	moe2D_b_triple	moe2D_balabanJ	moe2D_bpol	moe2D_chi0	moe2D_chi0_C	moe2D_chi0v	moe2D_chi0v_C	moe2D_chi1	moe2D_chi1_C	moe2D_chi1v	moe2D_chi1v_C	moeGao_chi2_C	moeGao_chi2v_C	moeGao_chi3c	moeGao_chi3c_C	moeGao_chi3cv	moeGao_chi3cv_C	moeGao_chi3p	moeGao_chi3p_C	moeGao_chi3pv	moeGao_chi3pv_C	moeGao_chi4c	moeGao_chi4c_C	moeGao_chi4ca	moeGao_chi4ca_C	moeGao_chi4cav	moeGao_chi4cav_C	moeGao_chi4cv	moeGao_chi4cv_C	moeGao_chi4pc	moeGao_chi4pc_C	moeGao_chi4pcv	moeGao_chi4pcv_C	moe2D_chiral	moe2D_chiral_u	moe2D_density	moe2D_diameter	moe2D_kS_X	moe2D_kS_aaCH	moe2D_kS_aaN	moe2D_kS_aaNH	moe2D_kS_aaO	moe2D_kS_aaS	moe2D_kS_aaaC	moe2D_kS_aasC	moe2D_kS_aasN	moe2D_kS_dCH2	moe2D_kS_dNH	moe2D_kS_dO	moe2D_kS_dS	moe2D_kS_ddC	moe2D_kS_ddsN	moe2D_kS_ddssS	moe2D_kS_dsCH	moe2D_kS_dsN	moe2D_kS_dssC	moe2D_kS_dssS	moe2D_kS_dsssP	moe2D_kS_sBr	moe2D_kS_sCH3	moe2D_kS_sCl	moe2D_kS_sF	moe2D_kS_sI	moe2D_kS_sNH2	moe2D_kS_sNH3	moe2D_kS_sOH	moe2D_kS_sPH2	moe2D_kS_sSH	moe2D_kS_sSiH3	moe2D_kS_ssCH2	moe2D_kS_ssNH	moe2D_kS_ssNH2	moe2D_kS_ssO	moe2D_kS_ssPH	moe2D_kS_ssS	moe2D_kS_ssSiH2	moe2D_kS_sssCH	moe2D_kS_sssN	moe2D_kS_sssNH	moe2D_kS_sssP	moe2D_kS_sssSiH	moe2D_kS_ssssC	moe2D_kS_ssssN	moe2D_kS_ssssSi	moe2D_kS_sssssP	moe2D_kS_tCH	moe2D_kS_tNH	moe2D_kS_tsC	moe2D_lip_acc	moe2D_lip_don	moe2D_lip_druglike	moe2D_lip_violation	moe2D_logP(o/w)	moe2D_logS	moe2D_mr	moe2D_nmol	moe2D_opr_brigid	moe2D_opr_leadlike	moe2D_opr_nring	moe2D_opr_nrot	moe2D_opr_violation	moe2D_petitjean	moe2D_petitjeanSC	moe2D_radius	moe2D_reactive	moe2D_rings	moe2D_vdw_area	moe2D_vdw_vol	moe2D_vsa_acc	moe2D_vsa_acid	moe2D_vsa_base	moe2D_vsa_don	moe2D_vsa_hyd	moe2D_vsa_other	moe2D_vsa_pol	moe2D_weinerPath	moe2D_weinerPol	moe2D_zagreb
22	7.24	17.23	3.769	0.503	2.689	3.454	-2.733	-0.6175	0.6682	2.677	-2.894	-0.5408	0.6985	2.526	-2.451	-0.4695	0.8063	2.954	0	-0.85	-0.4075	0.08439	2.87	-1.37	-0.4179	0.1088	2.844	-0.5125	-0.2113	0.2004	3.143	29.97	13.57	7.809	23.88	10.74	6.151	6.933	3.498	-3.498	0.08082	0.1102	90.13	113.6	26.14	25.86	36.22	4.185	0	39.84	85.78	0	2.53	32.02	39.33	14.42	0.7526	0.4194	0.1682	0.2474	0.5806	0.07922	383.9	213.9	85.77	126.2	296.1	40.41	8.857	-8.857	0.1634	0.1032	0.5076	0.4499	0.1731	0.4924	0.5501	0.3193	258.9	229.5	88.3	251.2	280.6	162.9	13.95	95.9	31.63	49.63	10.35	38.04	212.9	107.5	6.641	0.6765	74.69	67.27	58.35	94.68	6.371	20.42	0	230.9	0	0	156.9	0.3212	6.322	3.752	10.16	523.6	112.6	1.706	6	0	16	0	66	4	37	23	0	0	26	0	0	29	0	5	5	0	1	77.51	10	0.25	17	69	3	40	10	0.25	49	0	1.433	44.06	26.58	17.22	20.95	15.17	17.67	10.31	13.28	7.791	7.17	4.382	3.16	0.7041	1.212	0.3679	13.59	5.57	6.751	2.859	0.2041	0	10.45	4.378	4.673	1.886	0.02552	0	6.896	1.515	2.396	0.6632	1	0	0.7811	16	0	18.94	0	0	0	0	1.65	1.151	0	0	7.692	52.17	0	0	0	-4.071	0	0	-0.9708	0	0	0	0	0	0	0	5.609	0	9.105	0	0	0	0.361	2.589	0	0	0	0	0	-1.126	2.984	0	0	0	0	0	0	0	0	0	0	10	5	1	1	1.283	-5.462	14.08	1	24	0	4	9	2	0.5	1	8	0	4	510.1	670.4	59.15	0	0	25.82	312.7	47.2	116.3	4440	61	194
23	7.23	14.77	2.593	0.408	1.409	2.122	-2.787	-0.4887	0.5053	2.725	-2.836	-0.4755	0.5023	2.763	-2.522	-0.3387	0.6563	2.991	0	-0.8522	-0.3756	0.01253	2.925	-1.37	-0.3569	0.0542	2.931	-0.5298	-0.1761	0.1427	3.187	27.59	11.82	7.256	23.16	9.87	6.032	6.927	2.618	-2.618	0.1099	0.1465	141.1	41.77	11.19	25.86	12.95	4.185	0	123.5	55.51	0	2.53	32.02	25.76	6.651	0.8311	0.5093	0.1334	0.1689	0.4907	0.03547	401.5	246	64.43	81.57	237	17.13	6.627	-6.627	0.2184	0.1379	0.658	0.3178	0.1386	0.342	0.6822	0.2034	317.8	153.5	66.96	165.2	329.5	98.25	13.09	72.03	3.124	54.04	19.91	32.9	162.5	44.47	139.9	3.044	49.3	58.88	34.48	36.88	20.34	20.42	0	137.5	37.74	133.3	116.3	0.3442	6.129	3.51	9.842	470.6	104.6	1.561	4	0	12	0	67	3	33	23	0	0	25	0	0	34	0	4	3	0	1	76.38	8	0.2286	12	69	2	35	8	0.2286	55	0	1.754	46.58	24.34	17.55	20.63	16.15	15.47	10.54	12.78	8.67	8.67	6.315	3.425	1.42	1.588	0.9452	11.41	5.484	6.686	3.533	0.2041	0	9.833	3.967	4.978	2.068	0.02552	0	6.239	1.88	2.725	1.148	1	0	0.7307	13	0	10.71	0	0	0	0	0	3.786	0	0	7.69	40.42	0	0	0	-3.943	0	0	-0.2941	0	0	0	7.634	0	0	0	5.623	0	0	0	0	0	3.222	2.712	0	0	0	0	0	-0.4028	1.761	0	0	0	0	0	0	0	0	0	0	7	4	1	0	4.042	-5.636	13.23	1	19	1	3	8	1	0.4615	0.8571	7	0	3	483	644.1	45.58	0	0	25.82	324.6	34.25	89.14	3108	54	172
24	7.19	15.45	3.32	0.408	1.463	2.575	-2.754	-0.5995	0.6588	2.692	-2.822	-0.5032	0.7241	2.73	-2.485	-0.4559	0.8106	2.963	0	-0.8518	-0.3966	0.0713	2.84	-1.37	-0.3746	0.1525	2.855	-0.5249	-0.2009	0.182	3.115	26.07	11.82	6.817	20.79	9.357	5.365	5.895	2.628	-2.628	0.1076	0.1459	106.4	70.94	11.19	25.86	12.95	4.185	0	65.94	85.78	0	2.53	32.02	25.76	6.651	0.8188	0.4857	0.1431	0.1812	0.5143	0.03806	368.6	218.7	64.43	81.57	231.5	17.13	6.946	-6.946	0.2083	0.1315	0.633	0.4624	0.1487	0.367	0.5376	0.2182	285	208.2	66.96	165.2	242.1	98.25	12.97	72.03	3.124	49.63	10.35	38.04	269.5	44.47	6.641	3.026	49.3	58.88	34.48	36.88	6.371	20.42	0	230.9	56.61	0	116.3	0.3513	6.17	3.59	9.832	464.6	98.32	1.612	4	0	16	0	61	3	33	23	0	0	25	0	0	28	0	4	3	0	1	72.38	8	0.2222	17	64	2	36	8	0.2222	45	0	1.435	40.02	23.42	16.64	19.14	14.67	15.83	10.9	12.55	8.437	8.231	5.443	2.758	0.7041	1.036	0.3679	11.97	6.07	6.34	3.359	0.2041	0	9.535	4.555	4.512	2.063	0.02552	0	5.807	1.515	1.993	0.6632	1	0	0.7513	14	0	19.49	0	0	0	0	1.756	1.392	0	0	7.673	39.98	0	0	0	-3.946	0	0	-0.3057	0	0	0	0	0	0	0	5.61	0	0	0	0	0	4.313	2.665	0	0	0	0	0	-0.9567	1.742	0	0	0	0	0	0	0	0	0	0	7	4	1	0	3.979	-6.204	13.06	1	24	1	4	8	1	0.5	1	7	0	4	450.2	618.4	45.58	0	0	25.82	297.4	34.25	89.14	3182	53	174
25	7.12	17.23	2.548	0.408	1.463	2.005	-2.788	-0.4495	0.5042	2.726	-2.836	-0.4231	0.5008	2.763	-2.522	-0.3041	0.6545	2.992	0	-0.8522	-0.3689	0.01251	3.113	-1.37	-0.3039	0.05113	3.156	-0.5298	-0.1742	0.1425	3.369	33.5	14.45	8.755	28.93	12.43	7.508	9.218	2.906	-2.906	0.09939	0.132	192.3	41.77	11.19	25.86	12.95	4.185	0	67.29	168	0	2.53	32.02	25.76	6.651	0.8619	0.5119	0.1091	0.1381	0.4881	0.02902	508.9	302.2	64.43	81.57	288.2	17.13	6.627	-6.627	0.2184	0.1379	0.7202	0.26	0.1134	0.2798	0.74	0.1664	425.2	153.5	66.96	165.2	436.9	98.25	15.9	72.03	3.124	54.04	33.14	32.9	162.5	44.47	239.9	5.489	49.3	58.88	34.48	36.88	20.34	20.42	13.23	137.5	37.74	233.3	116.3	0.3028	6.358	3.628	10.34	554.8	124.4	1.463	4	0	12	0	85	3	39	29	0	0	31	0	0	46	0	4	3	0	1	94.94	11	0.2683	12	87	2	41	11	0.2683	73	0	1.879	59.7	29.07	22.28	25.36	20.89	18.21	13.27	15.61	11.5	11.43	9.08	4.104	2.098	2.261	1.619	13.37	7.578	8.118	5.094	0.2041	0	10.56	4.687	5.648	2.555	0.02552	0	7.893	3.714	3.875	2.437	1	0	0.7017	14	0	11.13	0	0	0	0	0	4.235	0	0	7.801	42.34	0	0	0	-4.059	0	0	-0.2839	0	0	0	14.43	0	0	0	5.701	0	0	0	0	0	3.198	2.85	0	0	0	0	0	-0.2101	1.788	0	0	0	0	0	0	0	0	0	0	7	4	0	2	6.577	-8.727	15.96	1	19	0	3	11	3	0.5	1	7	0	3	590.5	790.6	45.58	0	0	25.82	419.5	34.25	89.14	4722	66	202
26	7.05	15.25	2.601	0.408	1.382	2.098	-2.787	-0.4468	0.4955	2.725	-2.836	-0.4384	0.4994	2.763	-2.522	-0.2941	0.6418	2.991	0	-0.8522	-0.3734	0.01181	2.955	-1.37	-0.3398	0.05316	2.968	-0.5298	-0.1635	0.1387	3.216	29.55	12.7	7.313	25.08	10.72	6.15	7.679	2.847	-2.847	0.1012	0.1347	166.1	58.76	11.19	25.86	12.95	4.185	0	111.3	55.51	0	2.53	32.02	25.76	9.155	0.8368	0.4585	0.1299	0.1632	0.5415	0.03325	431.2	236.3	66.94	84.07	279	17.13	6.839	-6.839	0.2116	0.1336	0.626	0.279	0.1348	0.374	0.721	0.2392	322.5	143.8	69.46	192.7	371.5	123.3	13.75	72.03	14.12	54.04	25.15	32.9	144.8	44.47	175.3	3.053	60.3	58.88	34.48	36.88	20.34	55.8	0	119.9	37.74	138.5	125.6	0.3291	6.209	3.586	10.01	500.7	112.3	1.582	5	0	12	0	71	3	35	24	0	0	26	0	0	36	0	4	4	0	1	80.27	9	0.2432	12	73	2	37	9	0.2432	59	0	1.781	50.69	25.91	18.42	21.96	17.08	16.44	10.39	13.32	8.593	8.306	6.138	3.453	1.28	1.585	0.8842	12.59	5.619	7.276	3.703	0.2041	0	10.21	3.299	5.052	1.711	0.02552	0	7.116	2.129	3.134	1.347	1	0	0.7372	14	0	8.712	0	0	0	0	0	3.915	0	0	7.716	40.91	0	0	0	-4.029	0	0	-0.3245	0	0	0	9.003	0	0	0	5.638	0	0	0	0	0	3.136	2.717	0	5.388	0	0	0	-0.4529	1.751	0	0	0	0	0	0	0	0	0	0	8	4	1	1	3.957	-5.373	13.89	1	19	1	3	9	1	0.5	1	7	0	3	515.3	679.1	48.09	0	0	25.82	353	34.25	91.65	3634	60	182
27	7.02	17.18	3.556	0.408	1.838	2.928	-2.782	-0.59	0.6065	2.758	-2.855	-0.5003	0.691	2.765	-2.528	-0.4546	0.7364	3.01	0	-0.8448	-0.4078	0.0619	2.958	-1.37	-0.3429	0.141	2.951	-0.53	-0.2009	0.168	3.219	30.95	13.78	7.853	24.81	10.98	6.229	7.166	3.231	-3.231	0.08813	0.1187	118.2	88	14.34	25.86	12.95	18.89	0	57.24	104.5	0	2.53	32.02	39.33	9.155	0.7852	0.468	0.1539	0.2148	0.532	0.06088	410.7	244.8	80.5	112.3	278.2	31.84	7.946	-7.946	0.1821	0.115	0.5967	0.4287	0.1587	0.4033	0.5713	0.2446	312.1	224.2	83.03	210.9	298.8	127.9	14.51	106.9	3.124	54.04	14.34	38.04	250.7	33.77	75.35	2.814	49.3	66.63	73.33	18.44	10.78	55.8	0	230.9	37.74	33.33	142.6	0.3146	6.358	3.641	10.25	536.7	114.8	1.64	5	0	16	0	70	3	38	25	0	0	28	0	0	32	0	4	5	0	1	81.93	9	0.2195	17	73	3	41	10	0.2439	53	0	1.516	47.27	27.45	18.96	22.2	16.91	18.08	11.53	13.9	9.028	9.036	6.216	3.388	0.9928	1.443	0.6565	13.85	6.602	7.293	3.872	0.2041	0	10.9	4.728	5.142	2.205	0.02552	0	7.164	1.886	2.694	1.034	3	0	0.7629	14	0	18.95	0	0	0	0	1.645	1.117	0	0	7.735	53.54	0	0	0	-4.116	0	0	-1.174	0	0	0	3.28	0	0	0	5.638	0	0	0	0	0	1.43	2.601	0	4.961	0	0	0	-1.787	1.425	0	0	0	0	0	0	0	0	0	0	9	4	1	1	4.227	-7.127	14.72	1	24	0	4	9	2	0.5	1	7	0	4	523	703.5	59.15	0	0	25.82	335.3	51.46	102.7	4523	64	200
28	6.96	13.66	3.108	0.408	0.84	2.098	-2.566	-0.5751	0.6366	2.584	-2.748	-0.4934	0.6992	2.522	-2.31	-0.4372	0.7826	2.874	0	-0.8448	-0.389	0.06788	2.713	-1.37	-0.3709	0.1486	2.741	-0.5228	-0.198	0.175	2.995	25.62	11.42	7.239	20.11	8.89	5.599	5.768	2.546	-2.546	0.111	0.1507	62.96	80.11	11.19	25.86	0	18.89	0	77.33	85.78	0	2.53	32.02	25.76	9.155	0.8011	0.5389	0.1551	0.1989	0.4611	0.04378	345.8	232.6	66.94	85.83	199	18.89	6.716	-6.716	0.2154	0.136	0.6571	0.4881	0.161	0.3429	0.5119	0.182	283.6	210.7	69.46	148	220.9	78.53	12.04	83.03	0	49.63	16.82	38.04	212.9	10.07	73.29	2.965	49.3	58.25	51.95	0	6.371	20.42	0	230.9	0	66.65	122.3	0.361	6.044	3.582	9.643	439.5	92.32	1.649	4	0	16	0	56	3	31	21	0	0	23	0	0	25	0	3	4	0	1	66.56	8	0.2424	17	58	2	33	9	0.2727	39	0	1.651	36.68	22.6	15.68	18.15	13.71	14.65	10.05	11.29	7.592	7.748	4.959	3.043	0.7041	1.155	0.3679	10.48	5.57	5.01	2.859	0.2041	0	8.459	4.378	3.484	1.886	0.02552	0	5.491	1.515	1.786	0.6632	1	0	0.7629	14	0	19	0	0	0	0	1.694	1.205	0	0	7.588	38.82	0	0	0	-3.996	0	0	-0.7847	0	0	0	3.395	0	0	0	5.542	0	0	0	0	0	0.05504	2.489	0	5.281	0	0	0	-1.537	0	0	0	0	0	0	0	0	0	0	0	7	4	1	0	4.253	-6.446	12.18	1	18	1	3	7	0	0.5	1	7	0	3	431.6	576.2	45.58	0	0	25.82	276.7	38.51	89.14	2744	48	160
29	6.92	19.02	4.237	0.907	1.851	3.367	-2.579	-0.6318	0.6812	2.59	-2.762	-0.5504	0.7189	2.539	-2.291	-0.4728	0.8379	2.891	0	-0.8448	-0.4209	0.08475	2.855	-1.37	-0.4112	0.1531	2.887	-0.4972	-0.2148	0.2004	3.146	31.43	13.75	7.572	23.38	10.15	5.557	5.932	3.349	-3.349	0.09196	0.1145	37.37	114	17.89	25.86	23.27	4.185	14.71	56.51	134.8	0	2.53	32.02	39.33	14.42	0.7525	0.541	0.1659	0.2475	0.459	0.08158	388.9	279.6	85.77	127.9	237.3	42.17	8.897	-8.897	0.1626	0.1027	0.6162	0.5668	0.1708	0.3838	0.4332	0.213	318.5	293	88.3	198.4	223.9	110.1	15.2	95.9	3.124	75.01	19.48	38.04	302	32.98	6.641	3.748	49.3	66.63	58.35	25.39	12.74	23.18	0	301.5	17.64	18.44	153.7	0.3073	6.459	3.675	10.4	554.6	109.9	1.665	6	0	22	0	66	5	40	27	0	0	30	0	0	26	0	4	5	0	1	81.45	9	0.2045	23	70	4	44	9	0.2045	43	0	1.343	38.8	28.44	19.66	22.06	16.73	19.12	13.11	13.89	9.445	10.45	6.369	3.53	1.037	1.299	0.5532	14.88	8.076	7.124	4.141	0.2041	0	12.16	6.147	5.039	2.639	0.02552	0	7.605	2.319	2.548	1.037	1	0	0.7782	15	0	25.66	0	0	0	0	1.574	2.339	0	0	7.743	53.34	0	0	0	-4.211	1.407	0	-2.459	0	0	0	0	0	0	0	5.634	0	9.925	0	0	0	-0.1323	2.528	0	0	0	0	0	-1.355	1.09	0	0	0	0	0	0	0	0	0	0	9	5	1	1	4.877	-7.907	15.26	1	29	0	5	7	3	0.4667	0.875	8	0	5	516.9	712.7	45.58	0	0	25.82	319.9	48.95	116.3	5133	69	216
30	6.92	18.04	4.078	0.408	1.175	2.949	-2.651	-0.5943	0.642	2.621	-2.786	-0.5348	0.736	2.624	-2.361	-0.4445	0.7973	2.922	0	-0.8448	-0.4051	0.06813	2.874	-1.37	-0.3662	0.15	2.91	-0.5154	-0.1991	0.1775	3.166	28.53	12.67	6.84	21.77	9.591	5.149	5.643	2.771	-2.771	0.102	0.1384	82.85	88	11.19	25.86	12.95	4.185	0	71.7	122.5	0	2.53	32.02	25.76	6.651	0.8323	0.5372	0.1325	0.1677	0.4628	0.03524	404.7	261.2	64.43	81.57	225	17.13	7.507	-7.507	0.1928	0.1217	0.6874	0.5334	0.1377	0.3126	0.4666	0.1749	334.2	259.4	66.96	152	226.9	85.06	14.63	72.03	0	52.75	13.54	40.8	321.3	26.03	6.641	3.993	52.43	55.76	34.48	18.44	9.557	39.29	0	301.5	18.87	2.757	116.4	0.327	6.358	3.626	10.17	512.6	103.2	1.588	4	0	22	0	65	3	37	27	0	0	29	0	0	28	0	4	3	0	1	79.42	8	0.1951	23	69	2	41	8	0.1951	44	0	1.311	40.02	25.99	19.21	21.04	16.57	17.81	12.96	13.64	9.618	10.09	6.373	3.03	0.8708	1.17	0.4699	13.88	7.674	7.048	4.078	0.2041	0	11.48	5.924	5.127	2.663	0.02552	0	6.682	1.869	2.366	0.8533	1	0	0.7489	14	0	27.18	0	0	0	0	1.729	3.199	0	0	7.754	41.03	0	0	0	-4.023	0	0	-0.4063	0	0	0	0	0	0	0	5.663	0	0	0	0	0	2.295	2.695	0	0	0	0	0	-1.051	1.682	0	0	0	0	0	0	0	0	0	0	7	4	1	1	5.007	-7.659	14.62	1	29	0	5	7	2	0.5	1	7	0	5	486.2	684.5	45.58	0	0	25.82	333.5	34.25	89.14	4212	63	200
31	6.92	14.94	3.134	0.776	1.358	2.442	-2.625	-0.6051	0.6334	2.593	-2.8	-0.5386	0.7131	2.636	-2.359	-0.4599	0.7732	2.888	0	-0.8449	-0.4008	0.0774	2.748	-1.37	-0.3566	0.15	2.768	-0.5282	-0.2072	0.1844	3.031	26.6	12.63	7.759	20.68	9.736	5.944	6.293	2.677	-2.677	0.1056	0.1433	88.95	70.94	11.19	34.48	12.95	4.185	0	48.54	113.2	0	2.53	32.02	25.76	6.788	0.8191	0.5068	0.143	0.1809	0.4932	0.03794	369.9	228.9	64.57	81.7	222.7	17.13	7.016	-7.016	0.2062	0.1302	0.6439	0.4613	0.1486	0.3561	0.5387	0.2075	290.8	208.3	67.1	160.8	243.3	93.68	12.71	72.03	0	67.64	10.35	38.04	250.7	26.03	39.97	2.93	67.31	55.76	34.48	18.44	6.371	20.42	0	230.9	37.74	33.33	125.1	0.3524	6.087	3.631	9.735	452.6	97.01	1.617	4	0	16	0	60	4	32	22	0	0	24	0	0	28	0	4	3	0	1	70.62	10	0.2941	17	62	2	34	11	0.3235	43	0	1.635	38.7	23.14	16.23	18.78	14.26	15.3	10.61	12	8.144	8.024	5.235	2.635	0.7041	0.9301	0.3679	10.9	5.924	5.52	3.212	0.2041	0	8.475	4.378	3.698	1.886	0.02552	0	5.286	1.515	1.705	0.6632	1	0	0.7466	14	0	19.27	0	0	0	0	1.731	1.319	0	0	7.621	39.14	0	0	0	-3.951	0	0	-0.4828	0	0	0	2.013	0	0	0	5.57	0	0	0	0	0	2.313	5.386	0	0	0	0	0	-1.009	0	0	0	0	0	0	0	0	0	0	0	7	5	1	0	4.205	-6.6	12.8	1	18	1	3	9	1	0.5	1	7	0	3	451.6	606.2	45.58	0	0	31.5	290.7	34.25	94.83	3046	49	162
32	6.82	16.86	3.571	0.408	1.82	2.967	-2.749	-0.5711	0.5922	2.731	-2.841	-0.5007	0.6897	2.713	-2.493	-0.4249	0.7267	2.983	0	-0.8496	-0.4094	0.06104	2.901	-1.37	-0.3729	0.141	2.895	-0.5227	-0.2009	0.1611	3.167	29.97	13.57	7.809	23.88	10.74	6.151	6.933	3.162	-3.162	0.08938	0.1213	127.1	83.74	11.19	25.86	12.95	18.89	0	57.24	85.78	0	2.53	32.02	39.33	9.155	0.7779	0.4469	0.1592	0.2221	0.5531	0.06295	393.5	226.1	80.5	112.3	279.8	31.84	7.946	-7.946	0.1821	0.115	0.5631	0.4433	0.1642	0.4369	0.5567	0.2727	284.8	224.2	83.03	221	281.6	138	14.05	106.9	3.124	54.04	10.35	38.04	250.7	52.21	42.02	2.425	49.3	66.63	69.35	36.88	10.78	55.8	0	230.9	37.74	0	142.6	0.3212	6.322	3.682	10.17	522.6	111.2	1.66	5	0	16	0	67	3	37	24	0	0	27	0	0	30	0	4	5	0	1	78.83	9	0.225	17	70	3	40	10	0.25	50	0	1.466	45.08	26.58	18.09	21.33	16.04	17.67	11.05	13.47	8.542	8.573	5.721	3.16	0.8708	1.228	0.5122	13.53	6.145	6.939	3.411	0.2041	0	10.47	4.64	4.934	2.132	0.02552	0	6.853	1.633	2.379	0.7653	2	0	0.7696	15	0	19.03	0	0	0	0	1.664	1.172	0	0	7.71	52.69	0	0	0	-4.072	0	0	-0.9402	0	0	0	1.311	0	0	0	5.623	0	0	0	0	0	1.827	2.607	0	4.863	0	0	0	-1.587	1.521	0	0	0	0	0	0	0	0	0	0	9	4	1	1	3.251	-6.167	14.27	1	24	0	4	9	2	0.4667	0.875	8	0	4	505.8	679.1	59.15	0	0	25.82	319.5	51.46	102.7	4332	61	194
