__MOL_ID__	ACTIVITY	QikProp_#stars	QikProp_#amine	QikProp_#acid	QikProp_#amide	QikProp_#rotor	QikProp_#rtvFG	QikProp_CNS	QikProp_mol_MW	QikProp_dipole	QikProp_SASA	QikProp_FOSA	QikProp_FISA	QikProp_PISA	QikProp_WPSA	QikProp_volume	QikProp_donorHB	QikProp_accptHB	QikProp_dip^2/V	QikProp_ACxDN^.5/SA	QikProp_glob	QikProp_QPpolrz	QikProp_QPlogPC16	QikProp_QPlogPoct	QikProp_QPlogPw	QikProp_QPlogPo/w	QikProp_QPlogS	QikProp_CIQPlogS	QikProp_QPlogHERG	QikProp_QPPCaco	QikProp_QPlogBB	QikProp_QPPMDCK	QikProp_QPlogKp	QikProp_IP(eV)	QikProp_EA(eV)	QikProp_#metab	QikProp_QPlogKhsa	QikProp_HumanOralAbsorption	QikProp_PercentHumanOralAbsorption	QikProp_SAamideO	QikProp_PSA	QikProp_#NandO	QikProp_RuleOfFive	QikProp_#ringatoms	QikProp_#in34	QikProp_#in56	QikProp_#noncon	QikProp_#nonHatm	QikProp_RuleOfThree	QikProp_ACxDN^.5/SAxSASA/MW
mol_24	8.0	1	0	2	1	10	0	-2	458.45	15.188	732.319	245.897	152.58	333.842	0	1355.849	1	10.5	0.1701265	0.014338	0.8089822	44.874	14.487	24.408	16.19	3.104	-3.196	-4.414	-1.226	14.544	-1.593	13.38	-2.195	9.165	0.254	3	-0.886	2	65.93	24.31	130.958	8	0	17	0	17	4	32	1	0.0229032
mol_25	8.11	0	1	2	1	10	0	-2	467.521	8.291	740.542	229.278	175.426	335.838	0	1382.721	3	10	0.0497117	0.023389	0.8105348	45.969	15.357	25.912	17.627	0.768	-3.692	-3.725	-1.936	2.956	-1.421	1.924	-4.672	9.02	0.027	5	-0.651	1	39.866	8.252	143.118	9	0	17	0	17	4	34	1	0.0370476
mol_26	7.92	0	0	1	1	9	1	-2	422.48	7.593	728.349	235.439	153.1	339.811	0	1322.7	1.25	8.75	0.0435923	0.0134315	0.8000788	44.247	14.31	21.866	14.765	3.113	-4.153	-4.416	-3.206	61.493	-1.573	45.849	-2.28	9.247	0.247	5	-0.396	3	77.186	19.953	120.029	7	0	17	0	17	4	31	0	0.0231557
mol_27	8.52	0	0	1	1	9	1	-2	436.507	7.736	727.399	247.987	139.604	339.808	0	1344.684	1.25	8.75	0.0445038	0.013449	0.8099769	45.127	14.39	22.171	14.671	3.35	-4.137	-4.696	-3.045	82.578	-1.398	63.047	-2.031	9.246	0.252	5	-0.332	3	80.869	19.947	115.365	7	0	17	0	17	4	32	0	0.0224115
mol_28	8.54	0	1	2	1	7	0	-2	417.461	2.614	676.34	330.501	171.961	173.878	0	1231.565	3	11.5	0.0055502	0.0294505	0.8215573	40.299	12.781	23.944	18.382	-0.846	-2.831	-1.909	-0.985	3.272	-1.158	2.088	-5.467	9.309	0.237	4	-1.101	2	31.208	6.839	134.637	9	0	16	0	16	8	30	1	0.0477136
mol_29	8.15	0	0	2	1	8	0	-2	354.342	8.339	628.899	249.977	183.555	195.068	0.3	1101.988	3	11	0.0631082	0.0302951	0.8204184	34.674	11.786	22.51	19.069	0.937	-2.094	-1.956	-0.379	7.4	-1.736	6.466	-3.447	9.537	-0.193	4	-1.349	2	47.986	24.277	119.377	7	0	11	0	11	4	24	1	0.0537688
mol_30	5.55	1	0	1	1	5	1	-1	163.191	3.475	374.834	130.738	164.346	0	79.75	565.347	1.25	3.25	0.0213541	0.0096939	0.8821371	13.261	5.223	7.899	7.501	0.513	-0.812	-0.679	-0.257	44.344	-0.95	96.145	-4.068	9.22	-0.305	3	-1.116	2	59.423	24.394	87.374	4	0	0	0	0	0	10	0	0.022266
mol_31	6.07	0	0	1	1	5	1	-1	177.218	3.586	396.442	176.361	140.331	0	79.75	613.858	1.25	3.25	0.020951	0.0091656	0.8811118	15.202	5.582	8.451	7.085	0.972	-1.305	-0.934	-0.274	80.785	-0.747	169.466	-3.626	9.218	-0.31	3	-0.998	2	66.774	20.278	82.482	4	0	0	0	0	0	11	0	0.0205037
mol_32	5.8	0	0	1	1	6	1	-1	205.271	5.864	442.715	254.233	108.732	0	79.75	709.666	1.25	3.25	0.0484543	0.0082076	0.8691135	18.394	6.294	9.732	6.83	1.773	-1.892	-1.461	-0.468	158.347	-0.562	357.249	-2.947	9.152	-0.384	3	-0.804	3	76.697	21.204	73.1	4	0	0	0	0	0	13	0	0.0177016
mol_33	6.37	0	0	1	1	7	1	-1	253.315	5.836	493.494	120.52	117.268	175.956	79.75	831.896	1.25	3.25	0.0409402	0.007363	0.8668212	24.324	8.838	12.011	7.986	2.68	-2.607	-2.758	-1.344	131.421	-0.703	292.063	-2.389	9.137	0.043	4	-0.528	3	80.558	21.204	78.632	4	0	6	0	6	0	17	0	0.0143442
mol_34	6.7	0	0	1	1	4	1	-1	203.256	5.578	415.515	225.794	109.97	0	79.75	672.372	1	4.5	0.0462779	0.0108299	0.8932747	18.186	6.04	10.069	7.983	0.518	-1.453	-1.039	-0.077	157.805	-0.401	346.962	-3.162	9.285	-0.243	3	-1.001	3	69.32	19.916	70.056	4	0	5	0	5	4	13	0	0.0221395
mol_35	6.19	0	0	1	0	4	1	-1	201.24	4.52	403.423	168.742	113.219	41.711	79.75	646.291	1	4.5	0.0316118	0.0111546	0.8961006	17.54	6.106	9.729	6.786	1.116	-1.916	-1.772	-1.605	211.758	-0.422	321.343	-3.075	9.126	0.162	3	-0.741	3	75.111	0	67.682	4	0	5	0	5	2	13	0	0.0223615
mol_36	2.7	0	0	1	1	6	1	-1	177.218	7.037	406.986	171.748	155.487	0	79.75	621.958	1	3	0.0796152	0.0073713	0.8658183	14.884	5.593	8.652	6.685	1.037	-1.257	-1.013	-0.521	53.808	-0.985	118.505	-3.809	9.224	-0.316	3	-0.982	2	63.996	24.394	87.186	4	0	0	0	0	0	11	0	0.0169284
mol_37	2.7	0	0	2	1	5	0	-2	175.141	1.582	425.03	141.167	283.863	0	0	630.366	2.25	5.75	0.0039687	0.0202927	0.8365147	15.863	6.09	11.463	12.316	-0.726	-0.772	-0.229	0.812	0.83	-2.442	0.604	-6.271	9.808	-0.785	3	-1.482	1	21.243	24.153	136.64	6	0	0	0	0	0	12	1	0.0492461
mol_38	2.87	0	0	2	1	5	0	-2	189.168	4.001	410.646	165.669	244.977	0	0	641.676	2.25	5.75	0.0249502	0.0210035	0.8761428	16.315	6.246	11.812	11.73	-0.352	-0.699	-0.438	1.453	2.083	-1.865	1.511	-5.554	10.007	-0.883	3	-1.418	1	30.589	20.269	131.789	6	0	0	0	0	0	13	1	0.0455944
mol_39	4.51	0	0	1	1	7	1	-1	267.342	4.189	491.579	138.914	108.283	164.631	79.75	850.036	1	4.5	0.0206421	0.0091542	0.8828025	24.942	8.911	12.246	8.516	2.393	-2.282	-2.589	-1.032	167.718	-0.589	361.058	-2.263	9.172	-0.146	4	-0.686	3	80.773	18.603	68.115	4	0	6	0	6	0	18	0	0.0168324
mol_40	5.52	0	0	1	1	5	1	-1	177.218	4.886	382.733	178.985	123.998	0	79.75	601.882	1	4.5	0.0396689	0.0117575	0.9007607	14.723	5.456	8.812	7.918	0.588	-0.7	-0.525	0.044	112.243	-0.561	249.172	-3.325	9.179	-0.357	3	-1.208	2	67.083	21.793	74.103	4	0	0	0	0	0	11	0	0.0253924
mol_41	4.96	0	0	1	1	4	1	-1	217.282	5.291	431.191	253.678	105.824	0	71.688	715.78	1	4.5	0.0391044	0.0104362	0.8974608	19.923	6.436	10.534	8.12	0.347	-1.618	-1.302	-0.009	167.296	-0.378	345.63	-3.086	9.119	-0.372	3	-0.893	3	68.775	21.669	69.049	4	0	5	0	5	4	14	0	0.0207104
mol_42	2.74	0	0	1	1	4	1	-1	203.256	5.493	417.318	225.6	111.967	0	79.75	674.52	1	4.5	0.0447403	0.0107832	0.8913092	18.272	6.06	10.083	8.053	0.518	-1.46	-1.039	-0.109	149.159	-0.421	330.989	-3.199	9.169	-0.364	3	-0.997	3	68.882	20.612	71.007	4	0	5	0	5	4	13	0	0.0221397
mol_43	2.96	0	0	2	1	6	0	-2	217.221	4.653	451.785	235.161	216.624	0	0	736.654	2.25	5.75	0.0293861	0.0190909	0.8731235	19.474	7.03	12.806	11.494	0.379	-1.09	-0.889	1.404	3.794	-1.693	2.951	-4.936	9.944	-0.878	3	-1.268	2	39.531	21.33	126.157	6	0	0	0	0	0	15	1	0.039706
mol_44	3.21	0	0	2	1	7	0	-2	231.248	4.745	479.395	258.026	221.369	0	0	793.324	2.25	5.75	0.0283758	0.0179914	0.8645138	21.1	7.592	13.336	11.278	0.668	-1.382	-1.128	1.265	3.501	-1.833	2.639	-4.927	9.938	-0.886	3	-1.194	2	40.594	20.058	129.223	6	0	0	0	0	0	16	1	0.0372976
mol_45	2.98	1	0	2	1	7	0	-2	231.248	3.954	468.35	253.857	214.493	0	0	776.744	2.25	5.75	0.0201269	0.0184157	0.8725293	20.437	7.424	12.976	11.29	0.626	-1.177	-1.128	1.395	3.983	-1.737	3.103	-4.801	9.778	-1.092	3	-1.223	2	41.352	21.212	124.712	6	0	0	0	0	0	16	1	0.0372976
mol_46	3.26	0	0	2	1	7	0	-2	265.265	3.968	512.362	109.384	221.864	181.115	0	859.602	2.25	5.75	0.0183169	0.0168338	0.8533346	25.482	9.486	15.008	12.678	1.257	-1.853	-2.092	0.22	3.391	-1.89	2.608	-4.298	9.733	0.006	4	-1.051	2	43.798	21.212	127.928	6	0	6	0	6	0	19	1	0.0325147
mol_47	3.35	2	1	1	1	3	0	-1	172.183	5.559	372.454	194.097	178.357	0	0	592.164	3	6	0.0521766	0.0279023	0.9156313	15.618	5.769	12.986	13.27	-3.171	0.13	0.839	-0.441	8.156	-0.637	6.229	-6.581	9.563	-0.943	4	-1.222	1	24.693	24.316	97.345	5	0	5	0	5	4	12	1	0.0603563
mol_48	3.64	2	1	1	1	3	0	-1	186.21	5.669	389.297	226.981	162.316	0	0	638.651	3	6	0.0503127	0.026695	0.9212828	17.479	6.197	13.549	13.177	-2.81	-0.079	0.653	-0.35	11.648	-0.494	9.096	-6.286	9.543	-0.953	4	-1.14	2	29.575	23.981	94.307	5	0	5	0	5	4	13	1	0.0558095
mol_49	3.38	2	1	1	1	4	0	-1	214.264	5.594	427.106	276.935	150.171	0	0	723.102	3	6	0.0432755	0.0243319	0.9122119	20.216	6.89	14.311	12.988	-2.28	-0.386	0.236	-0.497	15.096	-0.482	12.116	-5.966	9.52	-0.951	4	-1.039	2	34.695	24.306	89.008	5	0	5	0	5	4	15	1	0.0485023
mol_50	3.89	1	1	1	1	5	0	-1	228.291	5.469	458.852	317.676	141.176	0	0	781.651	3	6	0.038266	0.0226485	0.8943356	21.917	7.274	14.729	12.566	-1.91	-0.754	0.011	-0.786	19.386	-0.516	14.981	-5.704	9.489	-0.961	4	-0.985	2	38.803	21.373	88.177	5	0	5	0	5	4	16	1	0.0455222
mol_51	3.22	0	1	1	1	6	0	-2	222.243	6.151	456.066	88.08	186.941	181.044	0	753.734	3.25	4.75	0.0502019	0.0187762	0.8782469	21.887	8.536	15.012	13.338	-1.835	-0.561	-0.536	-1.91	6.59	-1.015	5.087	-5.814	9.542	0.042	5	-0.988	2	30.856	25.723	106.713	5	0	6	0	6	0	16	1	0.0385307
mol_52	3.72	0	1	1	1	6	0	-1	236.27	5.339	474.811	130.123	163.744	180.945	0	802.287	3.25	4.75	0.0355324	0.0180349	0.879422	23.829	8.872	15.387	13.181	-1.391	-0.862	-0.778	-1.89	11.056	-0.811	8.795	-5.386	9.362	0.049	5	-0.88	2	37.479	25.13	102.563	5	0	6	0	6	0	17	1	0.0362431
mol_53	4.28	0	1	1	1	7	0	-1	264.324	5.23	512.6	183.417	151.329	177.855	0	891.396	3.25	4.75	0.0306897	0.0167054	0.8738425	26.723	9.61	16.238	12.945	-0.786	-1.283	-1.279	-1.966	14.502	-0.781	11.789	-5.072	9.326	0.051	5	-0.721	2	43.128	25.117	95.534	5	0	6	0	6	0	19	1	0.0323966
mol_54	3.03	0	1	1	1	8	0	-1	278.35	5.087	543.433	220.316	142.175	180.941	0	946.299	3.25	4.75	0.0273472	0.0157576	0.8577711	28.308	10.028	16.639	12.497	-0.403	-1.726	-1.537	-2.241	18.891	-0.808	14.632	-4.797	9.304	0.047	5	-0.645	2	47.427	21.596	96.16	5	0	6	0	6	0	20	1	0.0307641
mol_55	3.62	1	0	0	1	3	1	1	173.273	4.502	402.936	299.488	31.759	0	71.689	648.293	0	2.5	0.0312684	0	0.8990361	17.864	5.001	6.832	4.671	1.735	-1.5	-0.993	-1.791	3062.05	0.297	6886.211	-1.817	9.18	-0.332	2	-0.618	3	100	26.221	26.913	2	0	5	0	5	4	11	0	0
mol_56	4.77	0	0	0	1	5	2	0	231.309	5.945	500.246	367.566	52.93	0	79.75	817.979	0	4.5	0.0432016	0	0.8455559	23.371	6.605	9.965	6.085	1.752	-2.228	-1.298	-2.657	2180.608	-0.036	4625.279	-2.015	9.137	-0.403	3	-0.745	3	96.961	19.521	56.358	4	0	5	0	5	4	15	0	0
mol_57	2.96	2	0	1	0	6	1	-1	148.22	4.096	370.458	186.222	104.486	0	79.751	568.785	1.8	2.5	0.0294936	0.0090539	0.8961718	12.756	5.096	7.927	5.124	1.747	-1.481	-1.245	-1.405	256.248	-0.47	394.905	-2.869	9.218	-0.354	2	-0.755	3	80.285	0	49.267	2	0	0	0	0	0	9	0	0.0226291
mol_58	3.62	0	1	1	0	5	1	1	189.272	2.042	416.369	245.963	90.655	0	79.751	672.062	1.8	4.5	0.0062063	0.0145001	0.8911673	17.531	6.065	10.319	7.331	-0.617	-1.456	-0.409	-2.212	86.44	0.095	134.976	-4.773	9.29	-0.266	3	-0.712	2	57.997	0	51.199	3	0	5	0	5	4	12	0	0.031898
mol_59	3.19	0	0	1	1	5	1	-1	203.256	3.014	417.129	207.83	129.548	0	79.75	675.859	1.8	5.5	0.0134451	0.01769	0.8928913	17.683	6.393	11.209	11.152	0.569	-0.672	-0.823	-0.083	78.451	-0.625	218.575	-3.427	9.306	-0.219	3	-1.152	2	64.184	34.723	74.795	4	0	5	0	5	3	13	0	0.036304
mol_60	5.62	2	0	1	0	6	2	-1	162.203	1.563	370.737	154.479	136.508	0	79.75	571.728	1	3.5	0.004272	0.0094406	0.8985828	12.874	5.196	7.163	5.156	1.315	-1.323	-1.218	-1.366	127.348	-0.73	185.465	-3.459	9.317	-0.226	4	-0.85	2	72.318	0	74.074	3	0	0	0	0	0	10	0	0.0215778
mol_61	4.41	0	0	0	1	5	2	1	259.363	5.562	531.093	417.889	33.453	0	79.75	901.531	0	4.5	0.0343189	0	0.849797	26.715	7.337	10.944	5.771	2.432	-2.927	-1.893	-2.588	3554.189	0.149	7324.47	-1.656	9.149	-0.391	3	-0.503	3	100	16.071	49.338	4	0	5	0	5	4	17	0	0
mol_62	6.15	0	0	1	0	7	2	-1	254.3	3.759	498.556	119.926	116.843	182.036	79.75	830.355	1	3.5	0.0170205	0.0070203	0.8569599	24.321	8.752	11.433	6.348	3.244	-3.34	-3.341	-2.907	195.651	-0.723	295.01	-2.36	9.282	-0.089	4	-0.246	3	86.952	0	78.079	4	0	6	0	6	0	17	0	0.0137633
mol_63	3.48	1	0	2	1	4	0	-2	215.205	4.216	429.261	214.757	214.504	0	0	699.76	2	7	0.0254015	0.0230617	0.8879939	19.282	6.685	13.084	12.629	-0.204	-0.877	-0.513	1.645	4.075	-1.491	3.103	-5.089	9.671	-0.983	3	-1.406	2	36.669	19.953	119.357	6	0	5	0	5	4	15	1	0.0460003
mol_64	4.99	1	0	2	1	4	0	-2	229.232	4.546	428.286	227.28	201.006	0	0	721.7	2	7	0.0286299	0.0231142	0.9085228	20.16	6.977	13.42	12.535	0.035	-0.864	-0.742	1.977	5.473	-1.301	4.267	-4.84	9.637	-1.012	3	-1.34	2	40.36	19.947	114.683	6	0	5	0	5	4	16	1	0.0431855
mol_65	5.31	1	0	2	1	5	0	-2	243.259	9.235	460.442	249.932	210.509	0	0	781.74	2	7	0.1090924	0.0215	0.8913168	21.921	7.515	15.124	12.456	0.289	-1.149	-0.978	1.699	4.447	-1.504	3.409	-4.919	9.609	-1.042	3	-1.278	2	40.236	19.947	117.821	6	0	5	0	5	4	17	1	0.0406953
mol_66	5.62	2	1	2	1	5	0	-2	244.247	9.242	458.891	228.169	230.723	0	0	770.161	3	8.5	0.1109098	0.0320826	0.8854748	21.457	7.729	17.333	15.856	-2.888	-0.291	0.47	0.878	0.658	-1.301	0.522	-7.354	9.502	-0.955	4	-1.439	1	6.784	24.316	131.278	7	0	5	0	5	4	17	1	0.0602768
mol_67	5.08	1	0	3	1	5	0	-2	237.149	7.439	413.948	182.357	230.118	0	1.472	686.238	1	8	0.0806409	0.0193261	0.9089418	18.099	6.61	12.611	12.284	-0.232	0.192	-0.42	3.791	0.684	-1.591	0.63	-5.281	10.029	-0.288	2	-1.893	1	22.634	23.803	133.204	7	0	5	0	5	4	15	1	0.0337341
mol_68	4.32	2	0	3	1	6	0	-2	251.175	12.975	462.104	207.257	253.337	0	1.51	760.71	3	10	0.221313	0.0374819	0.8721114	20.437	7.712	19.349	16.949	-0.675	-0.651	-0.243	3.196	0.442	-2.015	0.365	-5.612	9.855	-0.523	2	-1.837	1	16.652	19.916	134.493	7	0	5	0	5	4	16	1	0.068958
