__MOL_ID__	ACTIVITY	moeGao_Abra_L	moeGao_Abra_R	moeGao_Abra_acidity	moeGao_Abra_basicity	moeGao_Abra_pi	moe2D_BCUT_PEOE_0	moe2D_BCUT_PEOE_1	moe2D_BCUT_PEOE_2	moe2D_BCUT_PEOE_3	moe2D_BCUT_SLOGP_0	moe2D_BCUT_SLOGP_1	moe2D_BCUT_SLOGP_2	moe2D_BCUT_SLOGP_3	moe2D_BCUT_SMR_0	moe2D_BCUT_SMR_1	moe2D_BCUT_SMR_2	moe2D_BCUT_SMR_3	moe2D_GCUT_PEOE_0	moe2D_GCUT_PEOE_1	moe2D_GCUT_PEOE_2	moe2D_GCUT_PEOE_3	moe2D_GCUT_SLOGP_0	moe2D_GCUT_SLOGP_1	moe2D_GCUT_SLOGP_2	moe2D_GCUT_SLOGP_3	moe2D_GCUT_SMR_0	moe2D_GCUT_SMR_1	moe2D_GCUT_SMR_2	moe2D_GCUT_SMR_3	moe2D_Kier1	moe2D_Kier2	moe2D_Kier3	moe2D_KierA1	moe2D_KierA2	moe2D_KierA3	moe2D_KierFlex	moe2D_PEOE_PC+	moe2D_PEOE_PC-	moe2D_PEOE_RPC+	moe2D_PEOE_RPC-	moe2D_PEOE_VSA+0	moe2D_PEOE_VSA+1	moe2D_PEOE_VSA+2	moe2D_PEOE_VSA+3	moe2D_PEOE_VSA+4	moe2D_PEOE_VSA+5	moe2D_PEOE_VSA+6	moe2D_PEOE_VSA-0	moe2D_PEOE_VSA-1	moe2D_PEOE_VSA-2	moe2D_PEOE_VSA-3	moe2D_PEOE_VSA-4	moe2D_PEOE_VSA-5	moe2D_PEOE_VSA-6	moe2D_PEOE_VSA_FHYD	moe2D_PEOE_VSA_FNEG	moe2D_PEOE_VSA_FPNEG	moe2D_PEOE_VSA_FPOL	moe2D_PEOE_VSA_FPOS	moe2D_PEOE_VSA_FPPOS	moe2D_PEOE_VSA_HYD	moe2D_PEOE_VSA_NEG	moe2D_PEOE_VSA_PNEG	moe2D_PEOE_VSA_POL	moe2D_PEOE_VSA_POS	moe2D_PEOE_VSA_PPOS	moe2D_Q_PC+	moe2D_Q_PC-	moe2D_Q_RPC+	moe2D_Q_RPC-	moe2D_Q_VSA_FHYD	moe2D_Q_VSA_FNEG	moe2D_Q_VSA_FPNEG	moe2D_Q_VSA_FPOL	moe2D_Q_VSA_FPOS	moe2D_Q_VSA_FPPOS	moe2D_Q_VSA_HYD	moe2D_Q_VSA_NEG	moe2D_Q_VSA_PNEG	moe2D_Q_VSA_POL	moe2D_Q_VSA_POS	moe2D_Q_VSA_PPOS	moe2D_SMR	moe2D_SMR_VSA0	moe2D_SMR_VSA1	moe2D_SMR_VSA2	moe2D_SMR_VSA3	moe2D_SMR_VSA4	moe2D_SMR_VSA5	moe2D_SMR_VSA6	moe2D_SMR_VSA7	moe2D_SlogP	moe2D_SlogP_VSA0	moe2D_SlogP_VSA1	moe2D_SlogP_VSA2	moe2D_SlogP_VSA3	moe2D_SlogP_VSA4	moe2D_SlogP_VSA5	moe2D_SlogP_VSA6	moe2D_SlogP_VSA7	moe2D_SlogP_VSA8	moe2D_SlogP_VSA9	moe2D_TPSA	moe2D_VAdjEq	moe2D_VAdjMa	moe2D_VDistEq	moe2D_VDistMa	moe2D_Weight	moe2D_a_IC	moe2D_a_ICM	moe2D_a_acc	moe2D_a_aro	moe2D_a_count	moe2D_a_don	moe2D_a_heavy	moe2D_a_hyd	moe2D_a_nC	moe2D_a_nH	moe2D_a_nI	moe2D_a_nN	moe2D_a_nO	moe2D_a_nP	moe2D_a_nS	moe2D_apol	moe2D_b_1rotN	moe2D_b_1rotR	moe2D_b_ar	moe2D_b_count	moe2D_b_double	moe2D_b_heavy	moe2D_b_rotN	moe2D_b_rotR	moe2D_b_single	moe2D_balabanJ	moe2D_bpol	moe2D_chi0	moe2D_chi0_C	moe2D_chi0v	moe2D_chi0v_C	moe2D_chi1	moe2D_chi1_C	moe2D_chi1v	moe2D_chi1v_C	moeGao_chi2_C	moeGao_chi2v_C	moeGao_chi3c	moeGao_chi3c_C	moeGao_chi3cv	moeGao_chi3cv_C	moeGao_chi3p	moeGao_chi3p_C	moeGao_chi3pv	moeGao_chi3pv_C	moeGao_chi4c	moeGao_chi4c_C	moeGao_chi4ca	moeGao_chi4ca_C	moeGao_chi4cav	moeGao_chi4cav_C	moeGao_chi4cv	moeGao_chi4cv_C	moeGao_chi4pc	moeGao_chi4pc_C	moeGao_chi4pcv	moeGao_chi4pcv_C	moe2D_chiral	moe2D_density	moe2D_diameter	moe2D_kS_aaCH	moe2D_kS_aaN	moe2D_kS_aaNH	moe2D_kS_aaaC	moe2D_kS_aasC	moe2D_kS_dO	moe2D_kS_dsCH	moe2D_kS_dssC	moe2D_kS_dsssP	moe2D_kS_sCH3	moe2D_kS_sI	moe2D_kS_sNH2	moe2D_kS_sOH	moe2D_kS_sSH	moe2D_kS_ssCH2	moe2D_kS_ssNH	moe2D_kS_ssO	moe2D_kS_ssS	moe2D_kS_sssCH	moe2D_kS_sssN	moe2D_kS_ssssC	moe2D_lip_acc	moe2D_lip_don	moe2D_lip_druglike	moe2D_lip_violation	moe2D_logP(o/w)	moe2D_logS	moe2D_mr	moe2D_opr_brigid	moe2D_opr_leadlike	moe2D_opr_nring	moe2D_opr_nrot	moe2D_opr_violation	moe2D_petitjean	moe2D_petitjeanSC	moe2D_radius	moe2D_reactive	moe2D_rings	moe2D_vdw_area	moe2D_vdw_vol	moe2D_vsa_acc	moe2D_vsa_don	moe2D_vsa_hyd	moe2D_vsa_other	moe2D_vsa_pol	moe2D_weinerPath	moe2D_weinerPol	moe2D_zagreb
SQ29852_2U	9.28	17.61	2.463	1.199	3.231	3.411	-2.664	-0.5946	0.5799	2.759	-2.717	-0.5381	0.6233	2.774	-2.415	-0.4163	0.7217	3.025	-0.8415	-0.4126	0.07615	2.886	-1.363	-0.3249	0.1005	2.906	-0.5296	-0.2199	0.1931	3.127	28.24	14.41	9.652	27.34	13.94	9.328	11.91	3.139	-3.139	0.09319	0.1091	107.7	48.61	35.61	0	23.27	28.38	0	88.33	69.98	0	19.76	15.73	27.13	29.01	0.7497	0.5065	0.1457	0.2503	0.4935	0.1047	370	249.9	71.88	123.5	243.5	51.65	6.816	-6.816	0.1823	0.1452	0.5407	0.3143	0.1857	0.4593	0.6857	0.2736	266.8	155.1	91.64	226.6	338.4	135	12.62	77.08	24.43	25.39	16.41	32.9	220.3	65.92	78.71	2.056	76.64	16.13	67.87	78.3	3.186	50.56	0	88.22	113.2	47.02	130.2	0.3449	6.044	3.789	9.715	486.6	111.3	1.661	7	6	67	5	32	21	22	35	0	2	6	1	1	75.6	15	0.4545	6	68	2	33	15	0.4545	60	1.917	54.13	23.56	15.07	20.31	14.19	15.27	8.524	14.12	7.475	5.491	4.371	2.58	0.2041	1.204	0.1179	10.05	3.511	7.24	2.441	0.25	0	7.416	2.267	4.773	1.304	0.04226	0	4.374	0.433	2.175	0.2194	4	0.7762	16	9.877	0	0	0	1.16	37.59	0	-1.59	-4.01	1.879	0	5.546	19.97	0	4.488	0	5.487	1.514	-2.067	1.298	0	8	4	1	0	2.016	-3.514	13.05	11	0	2	15	2	0.5	1	8	0	2	493.5	626.9	18.23	0	320.3	41.33	94.57	3271	44	154
SQ29852_2V	8.72	17.61	2.463	1.199	3.231	3.411	-2.664	-0.5946	0.5799	2.759	-2.717	-0.5381	0.6233	2.774	-2.415	-0.4163	0.7217	3.025	-0.8415	-0.4126	0.07615	2.886	-1.363	-0.3249	0.1005	2.906	-0.5296	-0.2199	0.1931	3.127	28.24	14.41	9.652	27.34	13.94	9.328	11.91	3.139	-3.139	0.09319	0.1091	107.7	48.61	35.61	0	23.27	28.38	0	88.33	69.98	0	19.76	15.73	27.13	29.01	0.7497	0.5065	0.1457	0.2503	0.4935	0.1047	370	249.9	71.88	123.5	243.5	51.65	6.816	-6.816	0.1823	0.1452	0.5407	0.3143	0.1857	0.4593	0.6857	0.2736	266.8	155.1	91.64	226.6	338.4	135	12.62	77.08	24.43	25.39	16.41	32.9	220.3	65.92	78.71	2.056	76.64	16.13	67.87	78.3	3.186	50.56	0	88.22	113.2	47.02	130.2	0.3449	6.044	3.789	9.715	486.6	111.3	1.661	7	6	67	5	32	21	22	35	0	2	6	1	1	75.6	15	0.4545	6	68	2	33	15	0.4545	60	1.917	54.13	23.56	15.07	20.31	14.19	15.27	8.524	14.12	7.475	5.491	4.371	2.58	0.2041	1.204	0.1179	10.05	3.511	7.24	2.441	0.25	0	7.416	2.267	4.773	1.304	0.04226	0	4.374	0.433	2.175	0.2194	4	0.7762	16	9.877	0	0	0	1.16	37.59	0	-1.59	-4.01	1.879	0	5.546	19.97	0	4.488	0	5.487	1.514	-2.067	1.298	0	8	4	1	0	2.016	-3.514	13.05	11	0	2	15	2	0.5	1	8	0	2	493.5	626.9	18.23	0	320.3	41.33	94.57	3271	44	154
SQ29852_2W	8.59	19.69	3.252	1.199	3.432	4.203	-2.664	-0.5681	0.5785	2.78	-2.717	-0.5138	0.5847	2.776	-2.415	-0.3973	0.7186	3.065	-0.8414	-0.405	0.05844	2.932	-1.363	-0.3073	0.1129	2.957	-0.5296	-0.2041	0.2016	3.187	30.23	14.67	9.436	30.67	14.89	9.584	13.43	3.275	-3.275	0.08933	0.1045	115.7	57.14	35.61	0	23.27	28.38	0	100.4	69.98	39.52	0	15.73	27.13	29.01	0.772	0.5199	0.1326	0.228	0.4801	0.09532	418.3	281.7	71.88	123.5	260.1	51.65	7.276	-7.276	0.1708	0.1361	0.5082	0.3227	0.2056	0.4918	0.6773	0.2862	275.4	174.9	111.4	266.5	367	155.1	13.87	77.08	24.43	25.39	13.64	32.9	220.3	65.92	142.6	2.746	76.64	16.13	65.1	78.3	3.186	82.25	0	88.22	113.2	79.24	130.2	0.3296	6.129	3.812	9.895	532.7	120.3	1.695	7	6	71	5	34	23	23	37	0	2	6	1	2	81.59	16	0.4571	6	72	2	35	16	0.4571	64	1.994	58.6	25.19	15.99	22.46	15.11	16.17	8.415	15.76	7.365	5.421	4.301	3.083	0.2041	2.523	0.1179	11.1	3.47	9.751	2.403	0.375	0	8.067	2.254	6.205	1.292	0.4173	0	5.586	0.433	5.35	0.2194	3	0.7907	16	9.883	0	0	0	1.158	38.2	0	-1.611	-4.039	3.798	0	5.579	20.26	0	4.333	0	5.547	3.049	-2.158	1.317	-0.4297	8	4	1	1	3.25	-4.562	14.21	11	0	2	16	2	0.5	1	8	0	2	541.9	673.7	18.23	0	367.3	41.33	94.57	3768	50	166
SQ29852_2X	9.2	20.04	3.46	1.199	3.418	4.353	-2.664	-0.6086	0.619	2.804	-2.717	-0.5427	0.6414	2.795	-2.415	-0.4085	0.766	3.111	-0.8414	-0.4189	0.06557	2.936	-1.363	-0.3302	0.147	2.96	-0.5296	-0.2175	0.2141	3.193	28.57	13.52	8.531	28.99	13.72	8.664	11.7	3.233	-3.233	0.09049	0.1059	128.6	57.14	35.61	0	23.27	28.38	0	58.91	69.98	39.52	0	15.73	27.13	29.01	0.7593	0.4682	0.14	0.2407	0.5318	0.1006	389.7	240.3	71.88	123.5	273	51.65	7.276	-7.276	0.1708	0.1361	0.5199	0.3407	0.217	0.4801	0.6593	0.263	266.8	174.9	111.4	246.4	338.4	135	13.66	77.08	24.43	25.39	13.64	32.9	220.3	100.4	79.24	2.5	76.64	16.13	65.1	112.8	3.186	18.87	0	88.22	113.2	79.24	130.2	0.3364	6.17	3.813	9.893	530.6	118.4	1.716	7	6	69	5	34	23	23	35	0	2	6	1	2	80.26	14	0.3889	6	71	2	36	14	0.3889	63	1.574	56.41	24.61	15.41	21.87	14.53	16.25	8.915	15.54	7.865	5.421	4.301	3.083	0.2041	2.523	0.1179	11.26	3.47	10.17	2.403	0.375	0	8.273	2.254	6.437	1.292	0.4173	0	5.276	0.433	4.549	0.2194	3	0.8043	16	9.903	0	0	0	1.163	38.25	0	-1.555	-4.027	0	0	5.586	20.29	0	6.377	0	5.563	3.394	-2.097	1.357	-0.3186	8	4	1	1	2.898	-4.711	14.03	16	0	3	15	2	0.5	1	8	0	3	513.2	659.8	18.23	0	340.1	41.33	94.57	3763	48	172
SQ29852_2Y	9.06	16.08	1.862	1.455	3.363	2.834	-2.664	-0.603	0.6069	2.761	-2.718	-0.5629	0.6241	2.773	-2.415	-0.4367	0.7252	2.998	-0.8414	-0.4126	0.07927	2.862	-1.363	-0.3414	0.06178	2.871	-0.5298	-0.2248	0.1931	3.09	27.25	13.65	9.408	25.05	12.51	8.608	10.11	3.342	-3.342	0.08755	0.1167	90.14	66.31	35.61	0	33.6	28.38	0	58.91	69.98	0	0	15.73	27.13	36.78	0.6938	0.4508	0.1722	0.3062	0.5492	0.134	320.9	208.5	79.64	141.6	254	61.97	7.036	-7.036	0.1766	0.1407	0.5492	0.3094	0.1722	0.4508	0.6906	0.2786	254	143.1	79.64	208.5	319.4	128.9	11.49	77.08	49.82	25.39	20.1	32.9	220.3	65.92	14.8	0.6851	102	16.13	71.57	78.3	3.186	18.87	0	88.22	113.2	14.8	150.4	0.3531	6	3.759	9.621	456.5	103.6	1.619	8	6	64	6	31	19	21	33	0	2	7	1	0	70.41	14	0.4375	6	65	2	32	14	0.4375	57	1.893	49.67	22.86	14.07	18.53	13.19	14.73	8.524	12.45	7.475	5.491	4.371	2.665	0.2041	0.9795	0.1179	9.608	3.511	5.915	2.441	0.25	0	7.242	2.267	3.935	1.304	0.04226	0	4.268	0.433	1.592	0.2194	4	0.7756	15	9.781	0	0	0	1.137	37.05	0	-1.904	-4.06	0	0	5.498	29.49	0	3.264	0	5.379	0	-3.371	1.037	0	9	5	1	0	0.768	-2.32	11.98	11	0	2	14	3	0.4667	0.875	8	0	2	462.6	588.6	18.23	0	273.5	41.33	108.1	3013	42	150
SQ29852_2Z	7.8	16.08	1.862	1.455	3.363	2.834	-2.664	-0.603	0.6069	2.761	-2.718	-0.5629	0.6241	2.773	-2.415	-0.4367	0.7252	2.998	-0.8414	-0.4126	0.07927	2.862	-1.363	-0.3414	0.06178	2.871	-0.5298	-0.2248	0.1931	3.09	27.25	13.65	9.408	25.05	12.51	8.608	10.11	3.342	-3.342	0.08755	0.1167	90.14	66.31	35.61	0	33.6	28.38	0	58.91	69.98	0	0	15.73	27.13	36.78	0.6938	0.4508	0.1722	0.3062	0.5492	0.134	320.9	208.5	79.64	141.6	254	61.97	7.036	-7.036	0.1766	0.1407	0.5492	0.3094	0.1722	0.4508	0.6906	0.2786	254	143.1	79.64	208.5	319.4	128.9	11.49	77.08	49.82	25.39	20.1	32.9	220.3	65.92	14.8	0.6851	102	16.13	71.57	78.3	3.186	18.87	0	88.22	113.2	14.8	150.4	0.3531	6	3.759	9.621	456.5	103.6	1.619	8	6	64	6	31	19	21	33	0	2	7	1	0	70.41	14	0.4375	6	65	2	32	14	0.4375	57	1.893	49.67	22.86	14.07	18.53	13.19	14.73	8.524	12.45	7.475	5.491	4.371	2.665	0.2041	0.9795	0.1179	9.608	3.511	5.915	2.441	0.25	0	7.242	2.267	3.935	1.304	0.04226	0	4.268	0.433	1.592	0.2194	4	0.7756	15	9.781	0	0	0	1.137	37.05	0	-1.904	-4.06	0	0	5.498	29.49	0	3.264	0	5.379	0	-3.371	1.037	0	9	5	1	0	0.768	-2.32	11.98	11	0	2	14	3	0.4667	0.875	8	0	2	462.6	588.6	18.23	0	273.5	41.33	108.1	3013	42	150
THIOL_10	4.17	8.849	2.241	0.742	1.626	2.85	-2.505	-0.6261	0.6287	2.544	-2.732	-0.6379	0.6151	2.45	-2.235	-0.413	0.784	2.811	-0.8133	-0.4513	0.1328	2.193	-1.163	-0.4389	0.1366	2.12	-0.488	-0.1662	0.2585	2.456	12	6.509	5.325	12.75	6.954	5.716	7.387	1.563	-1.563	0.181	0.2196	44.97	4.265	18.71	8.619	23.27	14.71	0	10.68	0	0	52.73	0	27.13	7.904	0.6572	0.4622	0.1645	0.3428	0.5378	0.1783	140	98.44	35.04	73.02	114.5	37.98	3.34	-3.34	0.1973	0.2186	0.2541	0.4121	0.4121	0.7459	0.5879	0.3338	54.12	87.76	87.76	158.9	125.2	71.1	5.189	47.72	0	43.4	3.982	0	18.87	47.47	92.21	-0.1945	18.01	13	51.71	59.85	0	0	0	0	111.1	0	144	0.6167	4.459	2.678	6.85	209.3	43.72	1.901	3	0	23	3	12	4	6	11	0	1	3	0	2	27.2	5	0.4545	0	22	2	11	6	0.5455	20	3.709	19.16	9.56	3.853	8.146	3.699	5.613	1.65	4.618	1.55	0.5244	0.4541	0.7887	0	0.2269	0	2.954	0	1.744	0	0	0	2.038	0	1.004	0	0	0	1.438	0	0.4316	0	1	0.9088	7	0	0	0	0	0	21.25	0	-1.385	0	0	0	0	8.508	7.619	0.7213	2.303	0	0	-0.9021	0	0	4	2	1	0	0.033	-1.618	5.125	0	1	0	5	0	0.4286	0.75	4	1	0	213	230.3	13.57	5.683	58.08	90.43	46.38	220	13	48
THIOL_12	3.59	9.89	1.778	1.155	1.93	2.572	-2.491	-0.6449	0.6538	2.549	-2.728	-0.6186	0.6291	2.4	-2.242	-0.4314	0.8035	2.791	-0.8458	-0.4177	0.152	2.301	-1.164	-0.4351	0.1412	2.223	-0.4963	-0.2327	0.2647	2.55	13.07	6.554	4.571	10.52	5.186	3.567	3.635	1.969	-1.969	0.1435	0.1768	49.21	40.45	15.19	17.24	23.27	14.71	0	0	0	0	26.36	5.683	27.13	8.041	0.6531	0.2958	0.1798	0.3469	0.7042	0.1671	148.4	67.22	40.86	78.84	160.1	37.98	3.827	-3.827	0.1722	0.1908	0.3716	0.3246	0.3246	0.6284	0.6754	0.3038	84.46	73.78	73.78	142.8	153.5	69.04	5.571	47.72	16.79	60.18	6.739	0	52.87	30.24	46.11	-0.5486	18.01	29.79	68.49	42.62	2.757	18.87	0	34	46.11	0	133.9	0.5665	4.907	2.829	7.517	229.3	50.65	1.948	5	5	26	5	15	5	8	11	0	3	3	0	1	30.02	5	0.3333	5	26	2	15	6	0.4	19	2.363	18.86	11.26	5.138	8.699	4.646	7.13	1.966	4.867	1.693	0.7601	0.6124	0.9928	0	0.329	0	4.456	0.3027	2.043	0.2199	0	0	2.421	0.09623	0.9985	0.05893	0	0	1.859	0	0.555	0	1	0.8692	8	2.97	3.758	2.769	0	0.6545	21.78	0	-1.495	0	0	0	0	8.843	3.747	0.1405	2.342	0	0	-0.9536	0	0	6	3	1	0	-0.934	-1.334	5.719	5	1	1	5	0	0.5	1	4	1	1	227.3	263.8	13.57	5.683	67.29	83.83	57.75	391	16	68
THIOL_14	3.64	10.39	1.778	1.155	1.93	2.572	-2.512	-0.6457	0.6413	2.562	-2.728	-0.6159	0.6365	2.456	-2.26	-0.4193	0.7999	2.807	-0.8458	-0.4118	0.1331	2.355	-1.163	-0.4113	0.1424	2.29	-0.498	-0.2312	0.2584	2.6	14.06	7.35	5.264	11.48	5.915	4.19	4.246	1.98	-1.98	0.1427	0.1758	66.44	29.77	15.19	17.24	23.27	14.71	0	10.68	0	0	26.36	5.683	27.13	8.041	0.6776	0.3186	0.1671	0.3224	0.6814	0.1553	165.7	77.9	40.86	78.84	166.6	37.98	3.827	-3.827	0.1722	0.1908	0.4159	0.3017	0.3017	0.5841	0.6983	0.2824	101.7	73.78	73.78	142.8	170.7	69.04	6.033	47.72	16.79	60.18	6.739	0	71.74	30.24	46.11	-0.1585	18.01	29.79	68.49	42.62	2.757	18.87	0	34	64.98	0	133.9	0.5436	5	2.967	7.701	243.3	54.74	1.887	5	5	29	5	16	6	9	13	0	3	3	0	1	33.11	6	0.375	5	29	2	16	7	0.4375	22	2.348	21.05	11.97	5.845	9.406	5.353	7.63	2.466	5.367	2.193	1.049	0.8624	0.9928	0	0.329	0	4.54	0.3027	2.175	0.2199	0	0	2.865	0.09623	1.238	0.05893	0	0	1.775	0	0.5092	0	1	0.8442	9	2.991	3.777	2.787	0	0.6653	22.13	0	-1.385	0	0	0	0	8.921	3.899	0.7835	2.421	0	0	-0.9372	0	0	6	3	1	0	-0.846	-1.216	6.199	5	1	1	6	0	0.4444	0.8	5	1	1	244.5	288.2	13.57	5.683	83.1	83.83	57.75	477	17	72
THIOL_18	6.12	12.25	2.536	1.113	1.867	2.832	-2.494	-0.5946	0.6545	2.546	-2.726	-0.5754	0.7246	2.458	-2.24	-0.4343	0.8082	2.799	-0.8628	-0.4389	0.1064	2.475	-1.164	-0.415	0.1615	2.523	-0.496	-0.2194	0.2305	2.764	15.39	7.136	3.986	11.95	5.458	3.013	3.434	1.968	-1.968	0.1435	0.1831	51.42	36.27	10.93	17.24	23.27	14.71	0	14.46	36.76	0	26.36	0	27.13	8.041	0.7256	0.423	0.1319	0.2744	0.577	0.1425	193.4	112.8	35.18	73.16	153.8	37.98	4.164	-4.164	0.1582	0.1753	0.4479	0.5104	0.2931	0.5521	0.4896	0.259	119.4	136.1	78.15	147.2	130.5	69.04	7.542	47.72	0	60.18	7.168	4.717	106.7	30.24	46.11	1.21	18.01	13	68.49	42.62	3.186	18.87	0	92.5	46.11	0	121	0.5023	5.322	3.075	8.207	278.3	58.3	1.767	3	9	33	4	19	11	13	14	0	2	3	0	1	39.72	5	0.25	10	34	2	20	6	0.3	22	1.903	20.82	13.83	8.414	10.98	7.378	9.113	4.949	6.428	3.77	3.415	2.21	1.258	0.3027	0.4733	0.1742	6.432	2.505	3.163	1.377	0	0	4.478	1.752	1.907	0.813	0	0	2.812	0.6952	0.9846	0.3449	1	0.8071	10	9.399	0	3.079	1.913	0.8634	22.42	0	-1.448	0	0	0	0	9.139	3.82	0.2049	2.44	0	0	-0.9455	0	0	5	3	1	0	1.736	-2.867	7.535	10	1	2	5	0	0.5	1	5	1	2	266.6	344.9	13.57	11.37	134.9	59.04	52.07	723	26	94
THIOL_2	2.46	9.045	1.433	1.33	1.842	2.245	-2.584	-0.5165	0.448	2.63	-2.75	-0.4792	0.3933	2.583	-2.336	-0.3041	0.582	2.884	-0.8137	-0.4752	0.08983	2.428	-1.164	-0.4372	0.03775	2.379	-0.514	-0.2037	0.2057	2.667	16	6.667	7.058	14.28	5.902	6.21	5.267	2.065	-2.065	0.1366	0.1661	51.36	4.265	10.93	8.619	33.6	29.42	0	46.2	0	0	26.36	0	40.7	15.67	0.553	0.4827	0.211	0.447	0.5173	0.2359	147.7	128.9	56.37	119.4	138.2	63.01	4.15	-4.15	0.1588	0.1759	0.4103	0.3097	0.3097	0.5897	0.6903	0.28	109.6	82.74	82.74	157.5	184.4	74.78	5.95	71.59	0	68.78	3.982	0	37.74	20.75	112.8	0.129	18.01	20.75	75.57	50.77	0	0	0	0	83.84	66.65	142.5	0.5212	4.907	2.899	7.709	249.3	54.84	1.769	5	0	31	5	16	6	9	15	0	1	5	0	1	33.85	6	0.4	0	30	3	15	7	0.4667	27	4.248	22.21	12.93	6.224	9.952	5.992	7.142	2.939	5.07	2.8	1.89	1.743	2.478	0.2887	1.862	0.25	4.192	0.3333	2.009	0.2887	0.2887	0	2.078	0.09623	0.9246	0.07217	0.3354	0	3.516	0	1.356	0	1	0.8539	8	0	0	0	0	0	32.46	0	-2.911	0	3.031	0	0	17.19	3.98	-0.4677	2.234	0	0	-1.199	0	-1.003	6	3	1	0	0.742	-1.481	5.981	0	1	0	6	0	0.5	1	4	1	0	267.1	291.9	13.57	5.683	97.13	73.75	73.52	472	19	72
THIOL_20A	7.19	12.57	2.521	1.113	1.885	2.793	-2.516	-0.5691	0.6285	2.563	-2.737	-0.5312	0.6857	2.474	-2.257	-0.4167	0.7782	2.824	-0.8628	-0.3964	0.09571	2.516	-1.164	-0.4043	0.1517	2.555	-0.4992	-0.2165	0.2002	2.8	16.37	7.32	4.25	12.89	5.685	3.268	3.664	2.009	-2.009	0.1406	0.1794	55.68	30.49	10.93	17.24	23.27	14.71	0	33.21	36.76	0	26.36	0	27.13	8.041	0.7423	0.4634	0.1239	0.2577	0.5366	0.1338	210.7	131.5	35.18	73.16	152.3	37.98	4.164	-4.164	0.1582	0.1753	0.5168	0.4794	0.2753	0.4832	0.5206	0.2079	146.7	136.1	78.15	137.1	147.8	59	8.002	47.72	0	60.18	9.943	4.717	106.7	13	79.43	1.598	18.01	13	71.27	25.39	3.186	18.87	0	92.5	46.11	33.33	121	0.4846	5.392	3.125	8.358	292.4	62.06	1.724	3	9	36	4	20	12	14	16	0	2	3	0	1	42.81	5	0.2381	10	37	2	21	6	0.2857	25	1.914	23.01	14.7	9.284	11.85	8.249	9.486	5.452	6.766	4.283	3.749	2.498	1.538	0.3027	0.8474	0.1742	6.843	2.505	3.327	1.377	0	0	4.544	1.752	1.943	0.813	0	0	3.533	0.6952	1.37	0.3449	2	0.7917	10	9.411	0	3.088	1.91	0.8612	22.86	0	-1.446	0	1.6	0	0	9.225	3.998	0.2278	2.49	0	0	-1.504	0	0	5	3	1	0	2.37	-3.194	7.981	10	1	2	5	0	0.5	1	5	1	2	283.8	369.3	13.57	11.37	150.8	59.04	52.07	832	28	100
THIOL_20B	6.44	12.57	2.521	1.113	1.885	2.793	-2.516	-0.5691	0.6285	2.563	-2.737	-0.5312	0.6857	2.474	-2.257	-0.4167	0.7782	2.824	-0.8628	-0.3964	0.09571	2.516	-1.164	-0.4043	0.1517	2.555	-0.4992	-0.2165	0.2002	2.8	16.37	7.32	4.25	12.89	5.685	3.268	3.664	2.009	-2.009	0.1406	0.1794	55.68	30.49	10.93	17.24	23.27	14.71	0	33.21	36.76	0	26.36	0	27.13	8.041	0.7423	0.4634	0.1239	0.2577	0.5366	0.1338	210.7	131.5	35.18	73.16	152.3	37.98	4.164	-4.164	0.1582	0.1753	0.5168	0.4794	0.2753	0.4832	0.5206	0.2079	146.7	136.1	78.15	137.1	147.8	59	8.002	47.72	0	60.18	9.943	4.717	106.7	13	79.43	1.598	18.01	13	71.27	25.39	3.186	18.87	0	92.5	46.11	33.33	121	0.4846	5.392	3.125	8.358	292.4	62.06	1.724	3	9	36	4	20	12	14	16	0	2	3	0	1	42.81	5	0.2381	10	37	2	21	6	0.2857	25	1.914	23.01	14.7	9.284	11.85	8.249	9.486	5.452	6.766	4.283	3.749	2.498	1.538	0.3027	0.8474	0.1742	6.843	2.505	3.327	1.377	0	0	4.544	1.752	1.943	0.813	0	0	3.533	0.6952	1.37	0.3449	2	0.7917	10	9.411	0	3.088	1.91	0.8612	22.86	0	-1.446	0	1.6	0	0	9.225	3.998	0.2278	2.49	0	0	-1.504	0	0	5	3	1	0	2.37	-3.194	7.981	10	1	2	5	0	0.5	1	5	1	2	283.8	369.3	13.57	11.37	150.8	59.04	52.07	832	28	100
